Year, NodeId, Gender, Age, Population, Infected CD4 Under 200 (Not On ART), Infected CD4 200 To 349 (Not On ART), Infected CD4 350 To 499 (Not On ART), Infected CD4 500 Plus (Not On ART), Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative
1962.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,2,8,1,4,1,2,8,0,0,0,0,0,0,0,0,0
1962.42,1,0,3,4,0,4,0,0,4,0,0,1,1,0,0,0,0,0
1962.42,1,0,4,4,1,1,1,1,4,0,0,1,1,0,0,0,0,0
1962.42,1,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,6,3,0,2,0,1,3,0,0,0,0,0,0,0,0,0
1962.42,1,0,7,7,1,2,1,3,7,0,0,0,0,0,0,0,0,0
1962.42,1,0,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,9,6,0,2,4,0,6,0,0,1,1,0,0,0,0,0
1962.42,1,0,10,6,1,0,3,2,6,0,0,1,1,0,0,0,0,0
1962.42,1,0,11,5,1,1,2,1,5,0,0,0,0,0,0,0,0,0
1962.42,1,0,12,2,0,0,2,0,2,0,0,1,1,0,0,0,0,0
1962.42,1,0,13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,14,6,0,2,2,2,6,0,0,0,0,0,0,0,0,0
1962.42,1,0,15,3,0,0,1,2,3,0,0,2,2,0,0,0,0,0
1962.42,1,0,16,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0
1962.42,1,0,17,8,3,3,2,0,8,0,0,0,0,0,0,0,0,0
1962.42,1,0,18,7,1,3,3,0,7,0,0,0,0,0,0,0,0,0
1962.42,1,0,19,15,3,7,5,0,15,0,0,0,0,0,0,0,0,0
1962.42,1,0,20,8,0,7,1,0,8,0,0,0,0,0,0,0,0,0
1962.42,1,0,21,8,1,5,2,0,8,0,0,0,0,0,0,0,0,0
1962.42,1,0,22,5,1,1,3,0,5,0,0,0,0,0,0,0,0,0
1962.42,1,0,23,5,1,0,3,1,5,0,0,0,0,0,0,0,0,0
1962.42,1,0,24,9,1,5,3,0,9,0,0,0,0,0,0,0,0,0
1962.42,1,0,25,6,0,4,2,0,6,0,0,0,0,0,0,0,0,0
1962.42,1,0,26,7,2,3,1,1,7,0,0,1,1,0,0,0,0,0
1962.42,1,0,27,9,2,1,4,2,9,0,0,0,0,0,0,0,0,0
1962.42,1,0,28,8,5,1,2,0,8,0,0,0,0,0,0,0,0,0
1962.42,1,0,29,6,1,2,3,0,6,0,0,0,0,0,0,0,0,0
1962.42,1,0,30,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0
1962.42,1,0,31,6,0,3,3,0,6,0,0,0,0,0,0,0,0,0
1962.42,1,0,32,6,1,1,3,1,6,0,0,0,0,0,0,0,0,0
1962.42,1,0,33,6,0,2,3,1,6,0,0,0,0,0,0,0,0,0
1962.42,1,0,34,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,35,6,3,1,2,0,6,0,0,0,0,0,0,0,0,0
1962.42,1,0,36,6,1,1,2,2,6,0,0,0,0,0,0,0,0,0
1962.42,1,0,37,4,2,1,0,1,4,0,0,0,0,0,0,0,0,0
1962.42,1,0,38,7,0,4,3,0,7,0,0,0,0,0,0,0,0,0
1962.42,1,0,39,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,0,40,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,0,41,4,0,3,0,1,4,0,0,1,1,0,0,0,0,0
1962.42,1,0,42,10,2,4,4,0,10,0,0,0,0,0,0,0,0,0
1962.42,1,0,43,3,1,0,1,1,3,0,0,0,0,0,0,0,0,0
1962.42,1,0,44,2,0,0,1,1,2,0,0,1,1,0,0,0,0,0
1962.42,1,0,45,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1962.42,1,0,46,6,1,3,2,0,6,0,0,0,0,0,0,0,0,0
1962.42,1,0,47,5,1,2,1,1,5,0,0,0,0,0,0,0,0,0
1962.42,1,0,48,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,49,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,0,50,4,1,1,1,1,4,0,0,0,0,0,0,0,0,0
1962.42,1,0,51,2,0,1,1,0,2,0,0,1,1,0,0,0,0,0
1962.42,1,0,52,8,2,5,0,1,8,0,0,0,0,0,0,0,0,0
1962.42,1,0,53,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,0,54,4,1,1,2,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,0,55,4,2,2,0,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,0,56,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,0,57,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,0,58,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,0,59,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0
1962.42,1,0,60,4,1,1,2,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,0,61,4,2,2,0,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,0,62,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0
1962.42,1,0,63,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,64,4,1,3,0,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,0,65,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,0,66,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,67,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,68,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,0,69,4,2,1,1,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,0,70,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,72,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,74,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,0,75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,76,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,0,77,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,79,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,83,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,91,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,2,3,0,1,1,1,3,0,0,0,0,0,0,0,0,0
1962.42,1,1,3,6,0,2,4,0,6,0,0,1,1,0,0,0,0,0
1962.42,1,1,4,9,0,3,2,4,9,0,0,0,0,0,0,0,0,0
1962.42,1,1,5,5,0,3,2,0,5,0,0,1,1,0,0,0,0,0
1962.42,1,1,6,4,1,1,2,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,1,7,5,0,1,4,0,5,0,0,0,0,0,0,0,0,0
1962.42,1,1,8,2,1,0,1,0,2,0,0,1,1,0,0,0,0,0
1962.42,1,1,9,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1962.42,1,1,10,4,1,1,2,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,1,11,4,1,1,2,0,4,0,0,1,1,0,0,0,0,0
1962.42,1,1,12,4,0,2,2,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,1,13,3,0,0,2,1,3,0,0,0,0,0,0,0,0,0
1962.42,1,1,14,5,1,2,1,1,5,0,0,0,0,0,0,0,0,0
1962.42,1,1,15,5,1,2,1,1,5,0,0,1,1,0,0,0,0,0
1962.42,1,1,16,5,2,0,2,1,5,0,0,0,0,0,0,0,0,0
1962.42,1,1,17,6,0,2,3,1,6,0,0,0,0,0,0,0,0,0
1962.42,1,1,18,9,2,1,4,2,9,0,0,0,0,0,0,0,0,0
1962.42,1,1,19,14,4,2,5,3,14,0,0,0,0,0,0,0,0,0
1962.42,1,1,20,5,1,0,3,1,5,0,0,0,0,0,0,0,0,0
1962.42,1,1,21,8,2,1,1,4,8,0,0,0,0,0,0,0,0,0
1962.42,1,1,22,4,0,1,3,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,1,23,6,0,3,2,1,6,0,0,0,0,0,0,0,0,0
1962.42,1,1,24,6,1,2,2,1,6,0,0,0,0,0,0,0,0,0
1962.42,1,1,25,3,1,1,0,1,3,0,0,0,0,0,0,0,0,0
1962.42,1,1,26,8,2,2,4,0,8,0,0,0,0,0,0,0,0,0
1962.42,1,1,27,7,1,4,2,0,7,0,0,0,0,0,0,0,0,0
1962.42,1,1,28,8,3,5,0,0,8,0,0,0,0,0,0,0,0,0
1962.42,1,1,29,3,0,0,1,2,3,0,0,0,0,0,0,0,0,0
1962.42,1,1,30,7,0,1,5,1,7,0,0,0,0,0,0,0,0,0
1962.42,1,1,31,7,1,2,3,1,7,0,0,0,0,0,0,0,0,0
1962.42,1,1,32,4,0,2,1,1,4,0,0,0,0,0,0,0,0,0
1962.42,1,1,33,6,0,2,2,2,6,0,0,0,0,0,0,0,0,0
1962.42,1,1,34,12,3,3,4,2,12,0,0,0,0,0,0,0,0,0
1962.42,1,1,35,3,0,1,1,1,3,0,0,0,0,0,0,0,0,0
1962.42,1,1,36,4,1,2,1,0,4,0,0,1,1,0,0,0,0,0
1962.42,1,1,37,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,38,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0
1962.42,1,1,39,5,3,1,1,0,5,0,0,0,0,0,0,0,0,0
1962.42,1,1,40,10,3,2,4,1,10,0,0,0,0,0,0,0,0,0
1962.42,1,1,41,6,1,3,2,0,6,0,0,0,0,0,0,0,0,0
1962.42,1,1,42,8,0,2,5,1,8,0,0,1,1,0,0,0,0,0
1962.42,1,1,43,6,2,0,2,2,6,0,0,1,1,0,0,0,0,0
1962.42,1,1,44,4,2,1,1,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,1,45,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,1,46,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,47,4,2,1,1,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,1,48,6,2,2,1,1,6,0,0,0,0,0,0,0,0,0
1962.42,1,1,49,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1962.42,1,1,50,4,1,2,1,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,1,51,4,1,2,1,0,4,0,0,0,0,0,0,0,0,0
1962.42,1,1,52,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0
1962.42,1,1,53,5,2,2,1,0,5,0,0,0,0,0,0,0,0,0
1962.42,1,1,54,6,2,4,0,0,6,0,0,0,0,0,0,0,0,0
1962.42,1,1,55,5,1,4,0,0,5,0,0,0,0,0,0,0,0,0
1962.42,1,1,56,7,4,1,2,0,7,0,0,0,0,0,0,0,0,0
1962.42,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,58,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,60,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1962.42,1,1,61,4,0,3,0,1,4,0,0,0,0,0,0,0,0,0
1962.42,1,1,62,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,63,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,1,64,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,66,5,2,2,1,0,5,0,0,0,0,0,0,0,0,0
1962.42,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,68,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,71,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0
1962.42,1,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,73,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,74,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,76,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.42,1,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,78,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,81,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,84,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,89,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.42,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.42,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,0,3,7,2,2,2,1,7,0,0,0,0,0,0,0,0,0
1962.92,1,0,4,4,0,3,0,1,4,0,0,0,0,0,0,0,0,0
1962.92,1,0,5,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,7,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,8,7,2,2,2,1,7,0,0,1,1,0,0,0,0,0
1962.92,1,0,9,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,10,4,0,2,2,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,0,11,8,0,1,4,3,8,0,0,1,1,0,0,0,0,0
1962.92,1,0,12,3,1,0,2,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,13,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,15,7,0,2,4,1,7,0,0,0,0,0,0,0,0,0
1962.92,1,0,16,4,1,2,1,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,0,17,4,2,1,1,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,0,18,8,1,5,2,0,8,0,0,0,0,0,0,0,0,0
1962.92,1,0,19,10,3,4,3,0,10,0,0,0,0,0,0,0,0,0
1962.92,1,0,20,13,1,9,3,0,13,0,0,0,0,0,0,0,0,0
1962.92,1,0,21,7,0,5,2,0,7,0,0,0,0,0,0,0,0,0
1962.92,1,0,22,5,1,3,1,0,5,0,0,0,0,0,0,0,0,0
1962.92,1,0,23,6,1,3,2,0,6,0,0,1,1,0,0,0,0,0
1962.92,1,0,24,5,0,2,3,0,5,0,0,0,0,0,0,0,0,0
1962.92,1,0,25,8,1,5,2,0,8,0,0,0,0,0,0,0,0,0
1962.92,1,0,26,6,0,4,2,0,6,0,0,0,0,0,0,0,0,0
1962.92,1,0,27,9,3,3,1,2,9,0,0,0,0,0,0,0,0,0
1962.92,1,0,28,8,3,1,3,1,8,0,0,1,1,0,0,0,0,0
1962.92,1,0,29,7,3,2,2,0,7,0,0,0,0,0,0,0,0,0
1962.92,1,0,30,4,0,3,1,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,0,31,4,0,3,1,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,0,32,5,1,1,3,0,5,0,0,0,0,0,0,0,0,0
1962.92,1,0,33,9,2,3,3,1,9,0,0,0,0,0,0,0,0,0
1962.92,1,0,34,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,35,5,1,2,2,0,5,0,0,0,0,0,0,0,0,0
1962.92,1,0,36,5,2,1,1,1,5,0,0,0,0,0,0,0,0,0
1962.92,1,0,37,6,2,2,2,0,6,0,0,0,0,0,0,0,0,0
1962.92,1,0,38,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,39,6,0,5,1,0,6,0,0,0,0,0,0,0,0,0
1962.92,1,0,40,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,0,41,7,4,2,1,0,7,0,0,0,0,0,0,0,0,0
1962.92,1,0,42,6,2,2,2,0,6,0,0,0,0,0,0,0,0,0
1962.92,1,0,43,6,2,3,1,0,6,0,0,0,0,0,0,0,0,0
1962.92,1,0,44,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,45,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,46,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,47,8,1,6,1,0,8,0,0,0,0,0,0,0,0,0
1962.92,1,0,48,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,0,49,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,0,50,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,0,51,4,1,1,2,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,0,52,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,0,53,6,3,2,1,0,6,0,0,0,0,0,0,0,0,0
1962.92,1,0,54,3,1,0,2,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,55,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,56,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0
1962.92,1,0,57,4,2,1,1,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,0,58,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,59,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0
1962.92,1,0,60,5,3,1,1,0,5,0,0,0,0,0,0,0,0,0
1962.92,1,0,61,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,0,62,4,3,1,0,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,0,63,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,64,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,65,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,67,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,0,68,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,70,5,3,1,1,0,5,0,0,0,0,0,0,0,0,0
1962.92,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,72,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,74,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,75,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,0,76,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,78,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,80,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,84,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,91,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.92,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,1,3,6,1,3,1,1,6,0,0,0,0,0,0,0,0,0
1962.92,1,1,4,10,0,2,5,3,10,0,0,0,0,0,0,0,0,0
1962.92,1,1,5,4,2,2,0,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,1,6,4,1,0,3,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,1,7,6,1,1,4,0,6,0,0,0,0,0,0,0,0,0
1962.92,1,1,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1962.92,1,1,9,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,1,10,3,0,2,1,0,3,0,0,2,2,0,0,0,0,0
1962.92,1,1,11,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0
1962.92,1,1,12,6,0,3,3,0,6,0,0,0,0,0,0,0,0,0
1962.92,1,1,13,4,0,1,2,1,4,0,0,0,0,0,0,0,0,0
1962.92,1,1,14,3,0,2,0,1,3,0,0,1,1,0,0,0,0,0
1962.92,1,1,15,3,0,1,1,1,3,0,0,0,0,0,0,0,0,0
1962.92,1,1,16,4,2,1,1,0,4,0,0,0,0,0,0,0,0,0
1962.92,1,1,17,6,1,3,1,1,6,0,0,0,0,0,0,0,0,0
1962.92,1,1,18,9,1,2,4,2,9,0,0,0,0,0,0,0,0,0
1962.92,1,1,19,8,4,2,1,1,8,0,0,0,0,0,0,0,0,0
1962.92,1,1,20,12,4,3,2,3,12,0,0,0,0,0,0,0,0,0
1962.92,1,1,21,6,0,1,2,3,6,0,0,0,0,0,0,0,0,0
1962.92,1,1,22,6,2,0,3,1,6,0,0,0,0,0,0,0,0,0
1962.92,1,1,23,6,0,2,4,0,6,0,0,0,0,0,0,0,0,0
1962.92,1,1,24,7,1,4,1,1,7,0,0,0,0,0,0,0,0,0
1962.92,1,1,25,4,2,0,1,1,4,0,0,0,0,0,0,0,0,0
1962.92,1,1,26,4,3,0,0,1,4,0,0,0,0,0,0,0,0,0
1962.92,1,1,27,11,3,3,5,0,11,0,0,0,0,0,0,0,0,0
1962.92,1,1,28,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0
1962.92,1,1,29,8,2,5,1,0,8,0,0,0,0,0,0,0,0,0
1962.92,1,1,30,5,0,3,2,0,5,0,0,0,0,0,0,0,0,0
1962.92,1,1,31,9,2,1,5,1,9,0,0,0,0,0,0,0,0,0
1962.92,1,1,32,4,0,1,2,1,4,0,0,0,0,0,0,0,0,0
1962.92,1,1,33,5,0,2,2,1,5,0,0,0,0,0,0,0,0,0
1962.92,1,1,34,10,2,3,3,2,10,0,0,0,0,0,0,0,0,0
1962.92,1,1,35,5,1,2,1,1,5,0,0,0,0,0,0,0,0,0
1962.92,1,1,36,4,0,2,1,1,4,0,0,0,0,0,0,0,0,0
