Time,NodeID,Species,MicrosporidiaStrain,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
149,340461476,SillySkeeter2,Strain_C,1355,607,316,432,2681,0,0,0
149,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
150,340461476,SillySkeeter,NoMicrosporidia,9575,888,2154,6533,12505,13393,82019,382200
150,340461476,SillySkeeter,Strain_A,1,1,0,0,23,0,0,0
150,340461476,SillySkeeter,Strain_B,562,253,105,204,1179,0,0,0
150,340461476,SillySkeeter2,NoMicrosporidia,9052,607,2100,6345,11370,13160,82233,386280
150,340461476,SillySkeeter2,Strain_C,1171,563,251,357,2410,0,0,0
150,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
151,340461476,SillySkeeter,NoMicrosporidia,9674,928,2204,6542,12619,13251,82295,390960
151,340461476,SillySkeeter,Strain_A,0,0,0,0,21,0,0,0
151,340461476,SillySkeeter,Strain_B,497,230,91,176,1056,0,0,0
151,340461476,SillySkeeter2,NoMicrosporidia,9124,654,2206,6264,11533,13273,81928,409000
151,340461476,SillySkeeter2,Strain_C,1019,511,214,294,2171,0,0,0
151,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
152,340461476,SillySkeeter,NoMicrosporidia,9728,927,2215,6586,12691,13292,81929,369480
152,340461476,SillySkeeter,Strain_A,0,0,0,0,20,0,0,0
152,340461476,SillySkeeter,Strain_B,442,214,77,151,942,0,0,0
152,340461476,SillySkeeter2,NoMicrosporidia,9281,708,2216,6357,11679,13373,81846,368320
152,340461476,SillySkeeter2,Strain_C,886,475,164,247,1972,0,0,0
152,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
153,340461476,SillySkeeter,NoMicrosporidia,9756,927,2253,6576,12740,13481,81969,392440
153,340461476,SillySkeeter,Strain_A,0,0,0,0,18,0,0,0
153,340461476,SillySkeeter,Strain_B,391,198,69,124,846,0,0,0
153,340461476,SillySkeeter2,NoMicrosporidia,9472,730,2268,6474,11796,13581,81882,379640
153,340461476,SillySkeeter2,Strain_C,758,416,134,208,1785,0,0,0
153,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
154,340461476,SillySkeeter,NoMicrosporidia,9864,959,2280,6625,12820,13621,81854,388960
154,340461476,SillySkeeter,Strain_A,0,0,0,0,16,0,0,0
154,340461476,SillySkeeter,Strain_B,350,183,63,104,751,0,0,0
154,340461476,SillySkeeter2,NoMicrosporidia,9509,746,2291,6472,11892,13987,81621,401880
154,340461476,SillySkeeter2,Strain_C,665,386,100,179,1603,0,0,0
154,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
155,340461476,SillySkeeter,NoMicrosporidia,9815,1003,2273,6539,12869,13585,82357,380200
155,340461476,SillySkeeter,Strain_A,0,0,0,0,16,0,0,0
155,340461476,SillySkeeter,Strain_B,306,162,59,85,683,0,0,0
155,340461476,SillySkeeter2,NoMicrosporidia,9576,805,2301,6470,12056,13837,82203,370000
155,340461476,SillySkeeter2,Strain_C,558,346,78,134,1467,0,0,0
155,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
156,340461476,SillySkeeter,NoMicrosporidia,9899,1048,2268,6583,12991,13595,81838,382640
156,340461476,SillySkeeter,Strain_A,0,0,0,0,15,0,0,0
156,340461476,SillySkeeter,Strain_B,271,150,52,69,624,0,0,0
156,340461476,SillySkeeter2,NoMicrosporidia,9647,839,2357,6451,12208,13639,82175,376200
156,340461476,SillySkeeter2,Strain_C,500,319,69,112,1310,0,0,0
156,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
157,340461476,SillySkeeter,NoMicrosporidia,9921,1057,2249,6615,13091,13694,81925,398560
157,340461476,SillySkeeter,Strain_A,0,0,0,0,15,0,0,0
157,340461476,SillySkeeter,Strain_B,235,136,38,61,572,0,0,0
157,340461476,SillySkeeter2,NoMicrosporidia,9776,875,2335,6566,12415,13419,82001,388600
157,340461476,SillySkeeter2,Strain_C,432,278,63,91,1186,0,0,0
157,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
158,340461476,SillySkeeter,NoMicrosporidia,10044,1034,2280,6730,13136,13604,81936,396280
158,340461476,SillySkeeter,Strain_A,0,0,0,0,15,0,0,0
158,340461476,SillySkeeter,Strain_B,207,123,33,51,524,0,0,0
158,340461476,SillySkeeter2,NoMicrosporidia,9926,875,2365,6686,12595,13218,82126,374880
158,340461476,SillySkeeter2,Strain_C,353,239,45,69,1047,0,0,0
158,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
159,340461476,SillySkeeter,NoMicrosporidia,9957,1038,2332,6587,13202,13630,82061,373880
159,340461476,SillySkeeter,Strain_A,0,0,0,0,14,0,0,0
159,340461476,SillySkeeter,Strain_B,177,109,29,39,477,0,0,0
159,340461476,SillySkeeter2,NoMicrosporidia,9932,909,2341,6682,12671,13227,81981,379960
159,340461476,SillySkeeter2,Strain_C,310,214,39,57,937,0,0,0
159,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
160,340461476,SillySkeeter,NoMicrosporidia,9967,1053,2353,6561,13257,13646,81856,382960
160,340461476,SillySkeeter,Strain_A,0,0,0,0,11,0,0,0
160,340461476,SillySkeeter,Strain_B,160,100,24,36,443,0,0,0
160,340461476,SillySkeeter2,NoMicrosporidia,9893,930,2367,6596,12772,13445,81760,372960
160,340461476,SillySkeeter2,Strain_C,269,192,30,47,853,0,0,0
160,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
161,340461476,SillySkeeter,NoMicrosporidia,10042,1088,2322,6632,13309,13428,82088,393280
161,340461476,SillySkeeter,Strain_A,0,0,0,0,10,0,0,0
161,340461476,SillySkeeter,Strain_B,132,82,21,29,401,0,0,0
161,340461476,SillySkeeter2,NoMicrosporidia,10028,963,2400,6665,12901,13384,82239,395400
161,340461476,SillySkeeter2,Strain_C,237,173,23,41,775,0,0,0
161,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
162,340461476,SillySkeeter,NoMicrosporidia,9999,1105,2288,6606,13333,13404,81904,381480
162,340461476,SillySkeeter,Strain_A,0,0,0,0,9,0,0,0
162,340461476,SillySkeeter,Strain_B,119,75,19,25,368,0,0,0
162,340461476,SillySkeeter2,NoMicrosporidia,9997,967,2476,6554,12967,13388,82225,404920
162,340461476,SillySkeeter2,Strain_C,205,154,17,34,714,0,0,0
162,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
163,340461476,SillySkeeter,NoMicrosporidia,9945,1091,2267,6587,13450,13380,82169,374440
163,340461476,SillySkeeter,Strain_A,0,0,0,0,9,0,0,0
163,340461476,SillySkeeter,Strain_B,107,69,16,22,334,0,0,0
163,340461476,SillySkeeter2,NoMicrosporidia,9998,1005,2456,6537,12981,13373,82418,382600
163,340461476,SillySkeeter2,Strain_C,176,132,14,30,640,0,0,0
163,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
164,340461476,SillySkeeter,NoMicrosporidia,9947,1055,2285,6607,13546,13308,81921,366280
164,340461476,SillySkeeter,Strain_A,0,0,0,0,8,0,0,0
164,340461476,SillySkeeter,Strain_B,95,63,14,18,307,0,0,0
164,340461476,SillySkeeter2,NoMicrosporidia,10039,1039,2426,6574,13110,13419,82030,370560
164,340461476,SillySkeeter2,Strain_C,152,114,13,25,597,0,0,0
164,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
165,340461476,SillySkeeter,NoMicrosporidia,9846,1037,2299,6510,13565,13509,81872,396280
165,340461476,SillySkeeter,Strain_A,0,0,0,0,5,0,0,0
165,340461476,SillySkeeter,Strain_B,84,57,11,16,275,0,0,0
165,340461476,SillySkeeter2,NoMicrosporidia,9970,1041,2400,6529,13173,13530,82041,387280
165,340461476,SillySkeeter2,Strain_C,134,102,9,23,549,0,0,0
165,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
166,340461476,SillySkeeter,NoMicrosporidia,9832,1027,2290,6515,13627,13644,82081,373000
166,340461476,SillySkeeter,Strain_A,0,0,0,0,5,0,0,0
166,340461476,SillySkeeter,Strain_B,65,47,7,11,241,0,0,0
166,340461476,SillySkeeter2,NoMicrosporidia,9911,1066,2380,6465,13147,13750,81828,389080
166,340461476,SillySkeeter2,Strain_C,111,87,7,17,483,0,0,0
166,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
167,340461476,SillySkeeter,NoMicrosporidia,9849,1048,2283,6518,13572,13479,82055,369120
167,340461476,SillySkeeter,Strain_A,0,0,0,0,4,0,0,0
167,340461476,SillySkeeter,Strain_B,54,40,4,10,218,0,0,0
167,340461476,SillySkeeter2,NoMicrosporidia,9927,1090,2371,6466,13240,13671,82148,365240
167,340461476,SillySkeeter2,Strain_C,100,77,7,16,428,0,0,0
167,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
168,340461476,SillySkeeter,NoMicrosporidia,9925,1063,2275,6587,13527,13465,81803,378480
168,340461476,SillySkeeter,Strain_A,0,0,0,0,4,0,0,0
168,340461476,SillySkeeter,Strain_B,49,37,3,9,194,0,0,0
168,340461476,SillySkeeter2,NoMicrosporidia,10045,1099,2350,6596,13261,13478,82117,386360
168,340461476,SillySkeeter2,Strain_C,81,66,5,10,383,0,0,0
168,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
169,340461476,SillySkeeter,NoMicrosporidia,9981,1065,2312,6604,13491,13425,82057,373280
169,340461476,SillySkeeter,Strain_A,0,0,0,0,4,0,0,0
169,340461476,SillySkeeter,Strain_B,46,34,3,9,172,0,0,0
169,340461476,SillySkeeter2,NoMicrosporidia,10000,1085,2364,6551,13264,13635,81999,374920
169,340461476,SillySkeeter2,Strain_C,71,59,3,9,344,0,0,0
169,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
170,340461476,SillySkeeter,NoMicrosporidia,10069,1068,2271,6730,13556,13368,82053,373360
170,340461476,SillySkeeter,Strain_A,0,0,0,0,3,0,0,0
170,340461476,SillySkeeter,Strain_B,36,28,2,6,157,0,0,0
170,340461476,SillySkeeter2,NoMicrosporidia,10032,1115,2291,6626,13409,13530,82017,374480
170,340461476,SillySkeeter2,Strain_C,59,49,2,8,314,0,0,0
170,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
171,340461476,SillySkeeter,NoMicrosporidia,10137,1085,2368,6684,13509,13456,82051,381280
171,340461476,SillySkeeter,Strain_A,0,0,0,0,3,0,0,0
171,340461476,SillySkeeter,Strain_B,29,22,1,6,147,0,0,0
171,340461476,SillySkeeter2,NoMicrosporidia,10053,1111,2304,6638,13460,13469,82090,376760
171,340461476,SillySkeeter2,Strain_C,48,39,2,7,283,0,0,0
171,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
172,340461476,SillySkeeter,NoMicrosporidia,10194,1111,2385,6698,13560,13529,81955,380360
172,340461476,SillySkeeter,Strain_A,0,0,0,0,3,0,0,0
172,340461476,SillySkeeter,Strain_B,25,19,1,5,127,0,0,0
172,340461476,SillySkeeter2,NoMicrosporidia,10130,1116,2314,6700,13483,13562,81827,387000
172,340461476,SillySkeeter2,Strain_C,44,37,1,6,251,0,0,0
172,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
173,340461476,SillySkeeter,NoMicrosporidia,10186,1120,2372,6694,13533,13485,82282,382840
173,340461476,SillySkeeter,Strain_A,0,0,0,0,3,0,0,0
173,340461476,SillySkeeter,Strain_B,22,18,2,2,109,0,0,0
173,340461476,SillySkeeter2,NoMicrosporidia,10040,1109,2320,6611,13571,13550,82014,366480
173,340461476,SillySkeeter2,Strain_C,40,33,1,6,222,0,0,0
173,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
174,340461476,SillySkeeter,NoMicrosporidia,10164,1117,2396,6651,13536,13553,81979,392000
174,340461476,SillySkeeter,Strain_A,0,0,0,0,2,0,0,0
174,340461476,SillySkeeter,Strain_B,20,17,1,2,102,0,0,0
174,340461476,SillySkeeter2,NoMicrosporidia,10006,1112,2277,6617,13518,13601,82002,389320
174,340461476,SillySkeeter2,Strain_C,35,28,2,5,198,0,0,0
174,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
175,340461476,SillySkeeter,NoMicrosporidia,10136,1153,2404,6579,13620,13473,81917,385920
175,340461476,SillySkeeter,Strain_A,0,0,0,0,2,0,0,0
175,340461476,SillySkeeter,Strain_B,17,14,1,2,93,0,0,0
175,340461476,SillySkeeter2,NoMicrosporidia,9968,1102,2316,6550,13626,13417,82188,372560
175,340461476,SillySkeeter2,Strain_C,30,23,2,5,170,0,0,0
175,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
176,340461476,SillySkeeter,NoMicrosporidia,10274,1156,2416,6702,13663,13344,82116,394960
176,340461476,SillySkeeter,Strain_A,0,0,0,0,2,0,0,0
176,340461476,SillySkeeter,Strain_B,13,11,0,2,88,0,0,0
176,340461476,SillySkeeter2,NoMicrosporidia,9930,1118,2278,6534,13643,13365,82119,380400
176,340461476,SillySkeeter2,Strain_C,28,21,2,5,157,0,0,0
176,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
177,340461476,SillySkeeter,NoMicrosporidia,10197,1185,2402,6610,13621,13452,81749,388720
177,340461476,SillySkeeter,Strain_A,0,0,0,0,2,0,0,0
177,340461476,SillySkeeter,Strain_B,11,10,1,0,81,0,0,0
177,340461476,SillySkeeter2,NoMicrosporidia,9849,1136,2269,6444,13732,13243,82046,383520
177,340461476,SillySkeeter2,Strain_C,24,18,1,5,141,0,0,0
177,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
178,340461476,SillySkeeter,NoMicrosporidia,10195,1176,2382,6637,13544,13505,81870,392680
178,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
178,340461476,SillySkeeter,Strain_B,11,10,1,0,77,0,0,0
178,340461476,SillySkeeter2,NoMicrosporidia,9910,1125,2263,6522,13668,13479,81980,375800
178,340461476,SillySkeeter2,Strain_C,23,17,1,5,132,0,0,0
178,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
179,340461476,SillySkeeter,NoMicrosporidia,10167,1191,2374,6602,13510,13520,82219,385200
179,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
179,340461476,SillySkeeter,Strain_B,8,8,0,0,68,0,0,0
179,340461476,SillySkeeter2,NoMicrosporidia,9833,1133,2288,6412,13634,13569,81844,376800
179,340461476,SillySkeeter2,Strain_C,21,15,2,4,120,0,0,0
179,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
180,340461476,SillySkeeter,NoMicrosporidia,10162,1218,2325,6619,13463,13657,81734,392720
180,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
180,340461476,SillySkeeter,Strain_B,6,6,0,0,64,0,0,0
180,340461476,SillySkeeter2,NoMicrosporidia,9881,1119,2310,6452,13680,13553,82101,367200
180,340461476,SillySkeeter2,Strain_C,18,12,2,4,112,0,0,0
180,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
181,340461476,SillySkeeter,NoMicrosporidia,10265,1236,2310,6719,13504,13565,81866,385880
181,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
181,340461476,SillySkeeter,Strain_B,6,6,0,0,59,0,0,0
181,340461476,SillySkeeter2,NoMicrosporidia,9891,1098,2323,6470,13695,13580,82298,377200
181,340461476,SillySkeeter2,Strain_C,16,11,3,2,99,0,0,0
181,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
182,340461476,SillySkeeter,NoMicrosporidia,10232,1262,2314,6656,13531,13527,82162,381480
182,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
182,340461476,SillySkeeter,Strain_B,4,4,0,0,54,0,0,0
182,340461476,SillySkeeter2,NoMicrosporidia,10025,1077,2351,6597,13685,13389,82161,374600
182,340461476,SillySkeeter2,Strain_C,16,12,2,2,89,0,0,0
182,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
183,340461476,SillySkeeter,NoMicrosporidia,10187,1234,2325,6628,13527,13456,82069,397440
183,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
183,340461476,SillySkeeter,Strain_B,4,4,0,0,48,0,0,0
183,340461476,SillySkeeter2,NoMicrosporidia,10021,1059,2339,6623,13667,13346,81778,374520
183,340461476,SillySkeeter2,Strain_C,11,8,1,2,84,0,0,0
183,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
184,340461476,SillySkeeter,NoMicrosporidia,10221,1216,2316,6689,13559,13410,81767,381400
184,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
184,340461476,SillySkeeter,Strain_B,4,4,0,0,45,0,0,0
184,340461476,SillySkeeter2,NoMicrosporidia,10040,1072,2338,6630,13696,13524,81889,381680
184,340461476,SillySkeeter2,Strain_C,11,8,1,2,75,0,0,0
184,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
185,340461476,SillySkeeter,NoMicrosporidia,10074,1197,2268,6609,13690,13352,82339,383960
185,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
185,340461476,SillySkeeter,Strain_B,4,4,0,0,39,0,0,0
185,340461476,SillySkeeter2,NoMicrosporidia,10081,1092,2334,6655,13721,13442,82239,374200
185,340461476,SillySkeeter2,Strain_C,9,7,0,2,67,0,0,0
185,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
186,340461476,SillySkeeter,NoMicrosporidia,10021,1175,2260,6586,13754,13311,82078,387920
186,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
186,340461476,SillySkeeter,Strain_B,3,3,0,0,32,0,0,0
186,340461476,SillySkeeter2,NoMicrosporidia,10036,1102,2329,6605,13653,13662,81776,367800
186,340461476,SillySkeeter2,Strain_C,8,6,0,2,60,0,0,0
186,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
187,340461476,SillySkeeter,NoMicrosporidia,9988,1182,2274,6532,13765,13416,81485,384680
187,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
187,340461476,SillySkeeter,Strain_B,3,3,0,0,27,0,0,0
187,340461476,SillySkeeter2,NoMicrosporidia,10015,1121,2309,6585,13634,13598,82001,397680
187,340461476,SillySkeeter2,Strain_C,7,6,0,1,51,0,0,0
187,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
188,340461476,SillySkeeter,NoMicrosporidia,10001,1159,2261,6581,13897,13390,82151,379840
188,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
188,340461476,SillySkeeter,Strain_B,3,3,0,0,26,0,0,0
188,340461476,SillySkeeter2,NoMicrosporidia,10032,1100,2300,6632,13630,13405,82239,377120
188,340461476,SillySkeeter2,Strain_C,6,5,0,1,48,0,0,0
188,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
189,340461476,SillySkeeter,NoMicrosporidia,9973,1150,2301,6522,13875,13478,82106,392520
189,340461476,SillySkeeter,Strain_A,0,0,0,0,1,0,0,0
189,340461476,SillySkeeter,Strain_B,3,3,0,0,23,0,0,0
189,340461476,SillySkeeter2,NoMicrosporidia,10073,1100,2353,6620,13612,13426,82153,380600
189,340461476,SillySkeeter2,Strain_C,5,4,0,1,47,0,0,0
189,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
190,340461476,SillySkeeter,NoMicrosporidia,9933,1142,2303,6488,13865,13543,81950,374040
190,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
190,340461476,SillySkeeter,Strain_B,3,3,0,0,21,0,0,0
190,340461476,SillySkeeter2,NoMicrosporidia,10129,1091,2393,6645,13633,13498,81879,375480
190,340461476,SillySkeeter2,Strain_C,3,2,0,1,44,0,0,0
190,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
191,340461476,SillySkeeter,NoMicrosporidia,10057,1175,2348,6534,13883,13208,82195,391640
191,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
191,340461476,SillySkeeter,Strain_B,2,2,0,0,17,0,0,0
191,340461476,SillySkeeter2,NoMicrosporidia,10116,1080,2436,6600,13621,13584,82007,380240
191,340461476,SillySkeeter2,Strain_C,3,2,0,1,39,0,0,0
191,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
192,340461476,SillySkeeter,NoMicrosporidia,10092,1166,2374,6552,13799,13391,81958,361000
192,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
192,340461476,SillySkeeter,Strain_B,2,2,0,0,15,0,0,0
192,340461476,SillySkeeter2,NoMicrosporidia,10092,1113,2378,6601,13598,13694,81886,372320
192,340461476,SillySkeeter2,Strain_C,3,2,0,1,36,0,0,0
192,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
193,340461476,SillySkeeter,NoMicrosporidia,10054,1114,2378,6562,13738,13451,81849,381680
193,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
193,340461476,SillySkeeter,Strain_B,2,2,0,0,15,0,0,0
193,340461476,SillySkeeter2,NoMicrosporidia,10124,1115,2368,6641,13691,13624,82226,392840
193,340461476,SillySkeeter2,Strain_C,3,2,0,1,31,0,0,0
193,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
194,340461476,SillySkeeter,NoMicrosporidia,10081,1114,2357,6610,13732,13323,82345,391520
194,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
194,340461476,SillySkeeter,Strain_B,2,2,0,0,11,0,0,0
194,340461476,SillySkeeter2,NoMicrosporidia,10213,1121,2372,6720,13698,13505,82152,380080
194,340461476,SillySkeeter2,Strain_C,2,2,0,0,29,0,0,0
194,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
195,340461476,SillySkeeter,NoMicrosporidia,10003,1110,2353,6540,13598,13429,82072,363520
195,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
195,340461476,SillySkeeter,Strain_B,2,2,0,0,11,0,0,0
195,340461476,SillySkeeter2,NoMicrosporidia,10219,1123,2378,6718,13771,13445,82006,384320
195,340461476,SillySkeeter2,Strain_C,1,1,0,0,25,0,0,0
195,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
196,340461476,SillySkeeter,NoMicrosporidia,9983,1090,2387,6506,13671,13462,81996,374280
196,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
196,340461476,SillySkeeter,Strain_B,2,2,0,0,8,0,0,0
196,340461476,SillySkeeter2,NoMicrosporidia,10199,1103,2324,6772,13719,13507,81959,368360
196,340461476,SillySkeeter2,Strain_C,1,1,0,0,25,0,0,0
196,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
197,340461476,SillySkeeter,NoMicrosporidia,10062,1084,2474,6504,13721,13297,82262,386200
197,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
197,340461476,SillySkeeter,Strain_B,2,2,0,0,6,0,0,0
197,340461476,SillySkeeter2,NoMicrosporidia,10181,1121,2320,6740,13676,13535,82292,379760
197,340461476,SillySkeeter2,Strain_C,1,1,0,0,24,0,0,0
197,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
198,340461476,SillySkeeter,NoMicrosporidia,9995,1117,2430,6448,13696,13314,81827,384640
198,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
198,340461476,SillySkeeter,Strain_B,1,1,0,0,5,0,0,0
198,340461476,SillySkeeter2,NoMicrosporidia,10124,1124,2293,6707,13573,13712,82026,385200
198,340461476,SillySkeeter2,Strain_C,1,1,0,0,24,0,0,0
198,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
199,340461476,SillySkeeter,NoMicrosporidia,9999,1122,2412,6465,13725,13527,81904,369000
199,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
199,340461476,SillySkeeter,Strain_B,1,1,0,0,5,0,0,0
199,340461476,SillySkeeter2,NoMicrosporidia,10195,1136,2286,6773,13678,13583,81915,372440
199,340461476,SillySkeeter2,Strain_C,1,1,0,0,21,0,0,0
199,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
200,340461476,SillySkeeter,NoMicrosporidia,10018,1118,2368,6532,13684,13405,82097,376320
200,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
200,340461476,SillySkeeter,Strain_B,1,1,0,0,5,0,0,0
200,340461476,SillySkeeter2,NoMicrosporidia,10186,1124,2348,6714,13666,13551,82014,389240
200,340461476,SillySkeeter2,Strain_C,1,1,0,0,20,0,0,0
200,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
201,340461476,SillySkeeter,NoMicrosporidia,10028,1132,2399,6497,13606,13543,82171,395960
201,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
201,340461476,SillySkeeter,Strain_B,1,1,0,0,5,0,0,0
201,340461476,SillySkeeter2,NoMicrosporidia,10272,1167,2374,6731,13694,13370,81965,396400
201,340461476,SillySkeeter2,Strain_C,1,1,0,0,18,0,0,0
201,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
202,340461476,SillySkeeter,NoMicrosporidia,10064,1150,2396,6518,13574,13666,82025,370960
202,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
202,340461476,SillySkeeter,Strain_B,1,1,0,0,4,0,0,0
202,340461476,SillySkeeter2,NoMicrosporidia,10313,1172,2374,6767,13621,13358,81831,376400
202,340461476,SillySkeeter2,Strain_C,1,1,0,0,16,0,0,0
202,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
203,340461476,SillySkeeter,NoMicrosporidia,10177,1154,2409,6614,13626,13468,82199,378120
203,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
203,340461476,SillySkeeter,Strain_B,0,0,0,0,4,0,0,0
203,340461476,SillySkeeter2,NoMicrosporidia,10319,1185,2351,6783,13470,13459,82124,387480
203,340461476,SillySkeeter2,Strain_C,1,1,0,0,15,0,0,0
203,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
204,340461476,SillySkeeter,NoMicrosporidia,10130,1159,2369,6602,13638,13342,82026,379120
204,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
204,340461476,SillySkeeter,Strain_B,0,0,0,0,3,0,0,0
204,340461476,SillySkeeter2,NoMicrosporidia,10227,1150,2327,6750,13529,13535,82231,380240
204,340461476,SillySkeeter2,Strain_C,0,0,0,0,15,0,0,0
204,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
205,340461476,SillySkeeter,NoMicrosporidia,10099,1190,2290,6619,13642,13547,81898,376600
205,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
205,340461476,SillySkeeter,Strain_B,0,0,0,0,2,0,0,0
205,340461476,SillySkeeter2,NoMicrosporidia,10225,1149,2392,6684,13500,13640,82134,402200
205,340461476,SillySkeeter2,Strain_C,0,0,0,0,15,0,0,0
205,340461476,SillySkeeter2,Strain_D,0,0,0,0,0,0,0,0
206,340461476,SillySkeeter,NoMicrosporidia,10167,1183,2334,6650,13562,13537,81876,383320
206,340461476,SillySkeeter,Strain_A,0,0,0,0,0,0,0,0
206,340461476,SillySkeeter,Strain_B,0,0,0,0,2,0,0,0
206,340461476,SillySkeeter2,NoMicrosporidia,10247,1130,2391,6726,13543,13592,82105,377320
206,340461476,SillySkeeter2,Strain_C,0,0,0,0,14,0,0,0
