Year, NodeId, On_Art_Dim, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative,Transmitters
1980.48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,11,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,10,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,9,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,8,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,7,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,6,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,5,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,4,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,3,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,2,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,1,0,0,6148,415,641,0,237,195,0,0,0,0,0,0
1980.48,1,0,10,4168,419,492,0,83,77,0,0,0,0,0,90
1980.48,1,0,20,3109,436,424,0,6,0,0,0,0,0,0,139
1980.48,1,0,30,2436,298,290,0,1,0,0,0,0,0,0,48
1980.48,1,0,40,1855,226,227,0,10,1,0,0,0,0,0,17
1980.48,1,0,50,1250,128,130,0,10,1,0,0,0,0,0,10
1980.48,1,0,60,814,88,87,0,8,2,0,0,0,0,0,14
1980.48,1,0,70,385,44,44,0,12,0,0,0,0,0,0,1
1980.48,1,0,80,92,9,9,0,6,0,0,0,0,0,0,0
1980.48,1,0,90,3,1,0,0,0,0,0,0,0,0,0,0
1980.48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.48,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,11,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,10,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,9,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,8,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,7,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,6,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,5,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,4,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.98,3,1,50,0,0,0,0,0,0,0,0,0,0,0,0
