Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,*AAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
498,340461476,1000,7701,448,3999,3254,10414,10081,248651,318280,159140,2518,135,0,0,978,0,666,284,0,26717.8,0.0812746,135,135,0,3254,3999,38,410,1409,974,135,11108,2722,23277,19269025,0,0,348,494
499,340461476,1000,7647,435,3996,3216,10345,10191,248650,322840,161420,2572,125,0,0,963,0,763,254,0,26718.8,0.0839442,125,125,0,3216,3996,35,400,1433,1014,125,11092,2663,23264,18751222,0,0,330,487
500,340461476,1000,7573,437,3966,3170,10369,10113,248771,337840,168920,2639,144,0,0,940,0,742,272,0,26597.8,0.0827616,144,144,0,3170,3966,30,407,1438,1057,144,11114,2564,23309,19023225,0,0,318,476
501,340461476,1000,7514,424,3918,3172,10402,10109,248747,306440,153220,2484,120,0,0,955,0,755,259,0,26621.8,0.0787288,120,120,0,3172,3918,35,389,1362,1002,120,11069,2445,23215,18392677,0,0,307,448
502,340461476,1000,7508,413,3923,3172,10444,10047,248861,315920,157960,2515,125,0,0,962,0,705,263,0,26507.8,0.0868743,125,125,0,3172,3923,37,376,1408,982,125,11033,2359,23423,17458503,0,0,309,420
503,340461476,1000,7492,425,3963,3104,10448,10048,248820,323880,161940,2550,125,0,0,954,0,725,245,0,26548.8,0.0839065,125,125,0,3104,3963,35,390,1391,1034,125,11140,2355,23679,17604170,0,0,313,417
504,340461476,1000,7526,433,3999,3094,10395,10162,248726,309400,154700,2485,117,0,0,975,0,673,268,0,26642.8,0.0819709,117,117,0,3094,3999,37,396,1362,1006,117,11223,2300,23961,17932804,0,0,304,435
505,340461476,1000,7574,435,3985,3154,10344,10225,248567,309600,154800,2510,130,0,0,1020,0,698,274,0,26801.8,0.086111,130,130,0,3154,3985,32,403,1400,980,130,11195,2286,23835,17961207,0,0,315,449
506,340461476,1000,7541,428,3955,3158,10386,10274,249035,324680,162340,2624,141,0,0,984,0,745,272,0,26333.8,0.086569,141,141,0,3158,3955,21,407,1432,1051,141,11233,2319,24152,17941856,0,0,319,446
507,340461476,1000,7548,432,3929,3187,10309,10277,248800,305840,152920,2521,123,0,0,966,0,699,260,0,26568.8,0.0811068,123,123,0,3187,3929,23,409,1405,993,123,11123,2388,23928,18750556,0,0,330,446
508,340461476,1000,7539,428,3914,3197,10344,10230,248377,309040,154520,2505,120,0,0,995,0,729,275,0,26991.8,0.0868714,120,120,0,3197,3914,22,406,1374,1011,120,11106,2304,23866,18411908,0,0,321,440
509,340461476,1000,7529,441,3957,3131,10376,10187,249071,327560,163780,2625,145,0,0,970,0,737,243,0,26297.8,0.0873406,145,145,0,3131,3957,27,414,1451,1029,145,11148,2329,24025,18458272,0,0,329,450
510,340461476,1000,7537,434,3916,3187,10468,10134,248982,303000,151500,2478,126,0,0,976,0,713,255,0,26386.8,0.0802838,126,126,0,3187,3916,30,404,1382,970,126,11030,2393,23745,18480118,0,0,329,458
511,340461476,1000,7542,458,3885,3199,10457,10142,248685,309040,154520,2504,124,0,0,966,0,716,245,0,26683.8,0.087085,124,124,0,3199,3885,28,430,1386,994,124,10973,2476,23655,19159291,0,0,353,477
512,340461476,1000,7535,442,3851,3242,10480,10276,248715,327000,163500,2588,139,0,0,978,0,723,262,0,26653.8,0.086344,139,139,0,3242,3851,27,415,1376,1073,139,10889,2392,23535,18949879,0,0,348,466
513,340461476,1000,7599,472,3828,3299,10428,10183,248891,311080,155540,2517,134,0,0,999,0,678,257,0,26477.8,0.0815099,134,134,0,3299,3828,30,442,1448,935,134,10740,2543,23108,20183036,0,0,387,495
514,340461476,1000,7611,487,3811,3313,10470,10249,248796,311080,155540,2522,129,0,0,972,0,748,212,0,26572.8,0.0851156,129,129,0,3313,3811,28,459,1426,967,129,10693,2655,22910,21127728,0,0,394,513
515,340461476,1000,7554,468,3779,3307,10426,10205,249107,325400,162700,2588,159,0,0,938,0,753,242,0,26261.8,0.085421,159,159,0,3307,3779,28,440,1397,1032,159,10621,2602,22900,20429372,0,0,377,494
516,340461476,1000,7519,456,3717,3346,10432,10184,248898,310720,155360,2444,131,0,0,963,0,753,245,0,26470.8,0.0807061,131,131,0,3346,3717,40,416,1402,911,131,10342,2585,22156,20604483,0,0,382,493
517,340461476,1000,7518,438,3732,3348,10394,10326,248272,320320,160160,2546,123,0,0,956,0,704,253,0,27096.8,0.0851917,123,123,0,3348,3732,37,401,1455,968,123,10306,2474,22063,20282785,0,0,371,467
518,340461476,1000,7591,439,3709,3443,10410,10243,248540,322840,161420,2546,132,0,0,1041,0,677,291,0,26828.8,0.0845928,132,132,0,3443,3709,40,399,1424,990,132,10230,2456,21865,20409725,0,0,362,459
519,340461476,1000,7610,451,3689,3470,10429,10322,248773,308920,154460,2561,119,0,0,965,0,687,259,0,26595.8,0.0831023,119,119,0,3470,3689,47,404,1527,915,119,10124,2492,21688,20646752,0,0,371,471
520,340461476,1000,7600,451,3642,3507,10431,10263,248643,322200,161100,2532,125,0,0,978,0,733,255,0,26725.8,0.0860927,125,125,0,3507,3642,48,403,1442,965,125,9952,2431,21429,20277572,0,0,366,473
521,340461476,1000,7677,435,3591,3651,10431,10145,248830,323200,161600,2565,151,0,0,1075,0,718,280,0,26538.8,0.0829477,151,151,0,3651,3591,46,389,1479,935,151,9805,2410,21133,19453732,0,0,338,468
522,340461476,1000,7603,453,3606,3544,10428,10268,248779,320320,160160,2645,125,0,0,905,0,706,273,0,26589.8,0.0821125,125,125,0,3544,3606,50,403,1616,904,125,9757,2532,20982,21104314,0,0,343,493
523,340461476,1000,7708,456,3547,3705,10352,10295,248889,327680,163840,2540,137,0,0,1048,0,693,250,0,26479.8,0.08301,137,137,0,3705,3547,51,405,1451,952,137,9578,2719,20555,22101074,0,0,363,506
524,340461476,1000,7682,436,3560,3686,10351,10066,248901,320640,160320,2617,130,0,0,986,0,729,283,0,26467.8,0.0808098,130,130,0,3686,3560,52,384,1567,920,130,9496,2588,20369,20873011,0,0,358,474
525,340461476,1000,7645,435,3520,3690,10352,10152,248448,331080,165540,2570,128,0,0,995,0,761,271,0,26920.8,0.0825466,128,128,0,3690,3520,50,385,1556,886,128,9308,2536,19836,20903547,0,0,341,469
526,340461476,1000,7678,431,3485,3762,10367,10056,248500,320960,160480,2558,130,0,0,991,0,685,273,0,26868.8,0.0813119,130,130,0,3762,3485,52,379,1553,875,130,9164,2443,19492,20370183,0,0,317,457
527,340461476,1000,7674,440,3430,3804,10303,10024,248942,322680,161340,2574,127,0,0,1046,0,758,292,0,26426.8,0.0837137,127,127,0,3804,3430,55,385,1564,883,127,9017,2501,19171,20698674,0,0,324,477
528,340461476,1000,7586,424,3424,3738,10265,10247,248903,328160,164080,2630,131,0,0,890,0,713,265,0,26465.8,0.0818977,131,131,0,3738,3424,47,377,1576,923,131,8976,2420,18987,19921305,0,0,309,466
529,340461476,1000,7620,423,3354,3843,10257,10353,248634,325640,162820,2477,140,0,0,978,0,704,240,0,26734.8,0.0806489,140,140,0,3843,3354,47,376,1499,838,140,8758,2349,18551,19753846,0,0,298,466
530,340461476,1000,7595,428,3332,3835,10288,10503,248872,325040,162520,2533,123,0,0,958,0,728,255,0,26496.8,0.0820991,123,123,0,3835,3332,47,381,1548,862,123,8590,2458,18238,19669389,0,0,305,456
531,340461476,1000,7536,431,3337,3768,10309,10546,248595,339200,169600,2622,121,0,0,981,0,782,258,0,26773.8,0.0815184,121,121,0,3768,3337,47,384,1594,907,121,8585,2467,18106,19506402,0,0,312,462
532,340461476,1000,7542,406,3303,3833,10372,10455,248990,316240,158120,2504,132,0,0,1010,0,722,282,0,26378.8,0.078932,132,132,0,3833,3303,46,360,1571,801,132,8383,2272,17780,17842994,0,0,292,431
533,340461476,1000,7517,411,3233,3873,10404,10354,248978,312400,156200,2523,124,0,0,989,0,754,260,0,26390.8,0.0834137,124,124,0,3873,3233,52,359,1576,823,124,8169,2306,17608,18281486,0,0,298,442
534,340461476,1000,7588,406,3216,3966,10462,10243,248173,329640,164820,2586,117,0,0,1071,0,744,256,0,27195.8,0.0844774,117,117,0,3966,3216,58,348,1567,902,117,7999,2341,17413,18479597,0,0,292,432
535,340461476,1000,7585,414,3170,4001,10496,10297,248861,314520,157260,2573,122,0,0,1000,0,716,287,0,26507.8,0.0825014,122,122,0,4001,3170,63,351,1664,787,122,7813,2271,17191,18478125,0,0,295,441
536,340461476,1000,7601,403,3159,4039,10493,10235,248828,316280,158140,2530,122,0,0,1010,0,723,271,0,26540.8,0.08428,122,122,0,4039,3159,66,337,1616,792,122,7682,2290,16974,17928107,0,0,310,431
537,340461476,1000,7520,393,3125,4002,10475,10339,248716,327400,163700,2628,124,0,0,934,0,739,276,0,26652.8,0.0839154,124,124,0,4002,3125,64,329,1656,848,124,7553,2276,16818,17554936,0,0,288,422
538,340461476,1000,7527,388,3121,4018,10469,10275,248678,321240,160620,2500,109,0,0,1029,0,745,277,0,26690.8,0.0814073,109,109,0,4018,3121,64,324,1632,759,109,7496,2151,16753,17348290,0,0,274,416
539,340461476,1000,7576,372,3171,4033,10526,10126,248887,317280,158640,2555,115,0,0,1034,0,707,278,0,26481.8,0.0830866,115,115,0,4033,3171,58,314,1669,771,115,7507,2119,16874,16859111,0,0,273,406
540,340461476,1000,7551,374,3190,3987,10479,10170,248602,332520,166260,2630,118,0,0,986,0,729,282,0,26766.8,0.0834649,118,118,0,3987,3190,62,312,1693,819,118,7538,2033,17082,16359903,0,0,266,402
541,340461476,1000,7593,386,3177,4030,10427,10273,248634,312880,156440,2487,99,0,0,1012,0,720,250,0,26734.8,0.0804967,99,99,0,4030,3177,69,317,1615,773,99,7518,2105,17073,16089832,0,0,292,406
542,340461476,1000,7586,401,3157,4028,10403,10310,248820,320160,160080,2533,115,0,0,986,0,729,264,0,26548.8,0.0854473,115,115,0,4028,3157,69,332,1624,794,115,7444,2245,17044,16713862,0,0,292,428
543,340461476,1000,7616,396,3159,4061,10403,10194,248823,328400,164200,2588,129,0,0,999,0,720,249,0,26545.8,0.0829234,129,129,0,4061,3159,73,323,1642,817,129,7419,2190,16949,16921052,0,0,285,423
544,340461476,1000,7609,385,3185,4039,10408,10054,248872,310400,155200,2491,105,0,0,1013,0,761,259,0,26496.8,0.0808336,105,105,0,4039,3185,70,315,1582,804,105,7459,2061,16985,16766953,0,0,274,404
545,340461476,1000,7623,372,3254,3997,10382,10117,248598,334720,167360,2624,122,0,0,1015,0,723,278,0,26770.8,0.0853632,122,122,0,3997,3254,68,304,1706,796,122,7507,1995,17125,16255865,0,0,275,391
546,340461476,1000,7676,364,3296,4016,10361,10143,248624,330680,165340,2629,126,0,0,997,0,677,267,0,26744.8,0.0799795,126,126,0,4016,3296,64,300,1684,819,126,7570,2012,17232,16169801,0,0,269,392
547,340461476,1000,7608,370,3238,4000,10413,10168,249282,316360,158180,2515,100,0,0,915,0,758,225,0,26086.8,0.080878,100,100,0,4000,3238,61,309,1587,828,100,7426,2032,16958,16026551,0,0,265,394
548,340461476,1000,7591,384,3174,4033,10356,10341,248429,332600,166300,2561,112,0,0,971,0,741,247,0,26939.8,0.0824591,112,112,0,4033,3174,61,323,1596,853,112,7353,1923,16603,16380827,0,0,257,399
549,340461476,1000,7653,367,3188,4098,10358,10416,248703,332800,166400,2575,119,0,0,1040,0,705,273,0,26665.8,0.0809974,119,119,0,4098,3188,59,308,1639,817,119,7339,1749,16638,14628396,0,0,233,382
550,340461476,1000,7657,365,3212,4080,10374,10400,248962,320560,160280,2569,102,0,0,983,0,719,260,0,26406.8,0.0801255,102,102,0,4080,3212,67,298,1661,806,102,7369,1768,16682,15072565,0,0,238,372
551,340461476,1000,7610,371,3208,4031,10332,10383,248659,324760,162380,2546,108,0,0,958,0,718,287,0,26709.8,0.0823769,108,108,0,4031,3208,69,302,1626,812,108,7376,1798,16680,15588841,0,0,235,382
552,340461476,1000,7685,370,3225,4090,10377,10390,248437,334360,167180,2575,122,0,0,1037,0,702,260,0,26931.8,0.0822446,122,122,0,4090,3225,65,305,1642,811,122,7398,1860,16701,15786158,0,0,246,382
553,340461476,1000,7701,371,3211,4119,10460,10343,248474,336520,168260,2654,117,0,0,1014,0,705,293,0,26894.8,0.0805472,117,117,0,4119,3211,69,302,1691,846,117,7396,1824,16695,15459336,0,0,249,383
554,340461476,1000,7680,374,3187,4119,10503,10336,248840,318520,159260,2545,110,0,0,1018,0,759,280,0,26528.8,0.0799202,110,110,0,4119,3187,71,303,1633,802,110,7347,1814,16618,15114867,0,0,242,379
555,340461476,1000,7703,378,3216,4109,10472,10237,248734,332480,166240,2623,112,0,0,1011,0,727,261,0,26634.8,0.0832876,112,112,0,4109,3216,67,311,1672,839,112,7460,1855,16625,15907615,0,0,250,381
556,340461476,1000,7751,389,3223,4139,10506,10085,248655,332960,166480,2599,108,0,0,1014,0,701,265,0,26713.8,0.0801093,108,108,0,4139,3223,66,323,1694,797,108,7554,1911,16801,16178567,0,0,257,404
557,340461476,1000,7775,404,3192,4179,10440,10170,248838,324360,162180,2568,119,0,0,1007,0,741,242,0,26530.8,0.0802311,119,119,0,4179,3192,76,328,1635,814,119,7564,1913,16813,16217485,0,0,252,413
558,340461476,1000,7748,399,3197,4152,10454,10159,248615,332160,166080,2591,116,0,0,961,0,719,269,0,26753.8,0.0817942,116,116,0,4152,3197,74,325,1651,824,116,7616,1979,16844,16500316,0,0,256,413
559,340461476,1000,7719,406,3181,4132,10444,10221,248567,340000,170000,2644,118,0,0,971,0,725,275,0,26801.8,0.0805448,118,118,0,4132,3181,76,330,1725,801,118,7481,1989,16506,16875966,0,0,261,422
560,340461476,1000,7657,405,3191,4061,10449,10321,248533,334200,167100,2594,114,0,0,956,0,723,295,0,26835.8,0.0788287,114,114,0,4061,3191,87,318,1651,829,114,7488,2026,16604,16962097,0,0,264,424
561,340461476,1000,7607,416,3176,4015,10500,10266,248925,332240,166120,2563,117,0,0,974,0,749,275,0,26443.8,0.0802985,117,117,0,4015,3176,83,333,1617,829,117,7525,2046,16686,17411001,0,0,253,417
562,340461476,1000,7658,415,3239,4004,10490,10275,248508,331160,165580,2573,117,0,0,966,0,667,248,0,26860.8,0.0795923,117,117,0,4004,3239,79,336,1669,787,117,7605,1985,16837,16745612,0,0,254,409
563,340461476,1000,7688,418,3277,3993,10552,10223,248768,333240,166620,2591,135,0,0,975,0,696,249,0,26600.8,0.0811111,135,135,0,3993,3277,80,338,1626,830,135,7736,1991,16992,17388854,0,0,256,404
564,340461476,1000,7645,400,3226,4019,10619,10179,248423,329840,164920,2579,121,0,0,986,0,725,304,0,26945.8,0.0798246,121,121,0,4019,3226,76,324,1645,813,121,7647,1953,16815,16531027,0,0,252,391
565,340461476,1000,7683,399,3244,4040,10595,10178,248539,332760,166380,2600,120,0,0,1008,0,703,267,0,26829.8,0.0816934,120,120,0,4040,3244,71,328,1633,847,120,7672,1875,16744,16355649,0,0,244,394
566,340461476,1000,7655,389,3219,4047,10534,10253,248622,332480,166240,2620,142,0,0,973,0,716,285,0,26746.8,0.0806279,142,142,0,4047,3219,62,327,1637,841,142,7656,1772,16685,15540497,0,0,234,393
567,340461476,1000,7611,386,3234,3991,10573,10281,248544,322800,161400,2517,103,0,0,933,0,732,245,0,26824.8,0.0804462,103,103,0,3991,3234,66,320,1639,775,103,7616,1831,16656,15995724,0,0,232,392
568,340461476,1000,7576,403,3117,4056,10575,10199,248440,329720,164860,2559,111,0,0,977,0,757,255,0,26928.8,0.0831002,111,111,0,4056,3117,59,344,1592,856,111,7486,1893,16419,16862184,0,0,239,397
569,340461476,1000,7608,405,3094,4109,10559,10171,248838,330960,165480,2558,116,0,0,1011,0,731,248,0,26530.8,0.0816716,116,116,0,4109,3094,64,341,1643,799,116,7408,1901,16145,17059303,0,0,240,391
570,340461476,1000,7589,411,3068,4110,10506,10001,249071,320800,160400,2526,121,0,0,988,0,741,266,0,26297.8,0.080163,121,121,0,4110,3068,75,336,1633,772,121,7216,1900,15873,17380025,0,0,242,397
571,340461476,1000,7577,405,3099,4073,10509,10137,248788,332560,166280,2585,125,0,0,952,0,688,276,0,26580.8,0.0819755,125,125,0,4073,3099,83,322,1661,799,125,7221,1937,15988,17198475,0,0,245,400
572,340461476,1000,7601,414,3061,4126,10485,10031,248797,326280,163140,2531,123,0,0,1016,0,738,254,0,26571.8,0.0799277,123,123,0,4126,3061,80,334,1622,786,123,7043,2046,15773,17372355,0,0,274,417
573,340461476,1000,7553,401,3070,4082,10542,10069,248813,326280,163140,2580,130,0,0,960,0,729,279,0,26555.8,0.0814385,130,130,0,4082,3070,70,331,1680,770,130,7062,1948,15881,16921040,0,0,273,391
574,340461476,1000,7493,395,3059,4039,10443,10245,248649,327400,163700,2523,111,0,0,943,0,736,267,0,26719.8,0.0813894,111,111,0,4039,3059,73,322,1611,801,111,7079,1847,15948,15844732,0,0,264,377
575,340461476,1000,7534,402,2987,4145,10500,10098,248861,319640,159820,2466,121,0,0,1015,0,707,267,0,26507.8,0.0816119,121,121,0,4145,2987,78,324,1585,760,121,6950,1918,15628,16250751,0,0,281,390
576,340461476,1000,7433,393,2941,4099,10424,10280,248741,325680,162840,2570,122,0,0,922,0,762,261,0,26627.8,0.08293,122,122,0,4099,2941,82,311,1696,752,122,6754,1885,15263,15631445,0,0,265,381
577,340461476,1000,7479,389,2875,4215,10371,10281,248697,325360,162680,2489,118,0,0,990,0,661,283,0,26671.8,0.0817605,118,118,0,4215,2875,87,302,1597,774,118,6595,1934,14869,16051005,0,0,260,389
578,340461476,1000,7514,387,2814,4313,10415,10158,249217,313680,156840,2479,117,0,0,1003,0,728,240,0,26151.8,0.0819761,117,117,0,4313,2814,93,294,1634,728,117,6390,1951,14525,16005161,0,0,263,399
579,340461476,1000,7504,401,2766,4337,10391,10304,248694,341200,170600,2651,123,0,0,986,0,701,295,0,26674.8,0.0833708,123,123,0,4337,2766,99,302,1755,773,123,6285,2030,14170,16778651,0,0,269,418
580,340461476,1000,7503,406,2716,4381,10404,10290,248929,317600,158800,2482,122,0,0,973,0,725,249,0,26439.8,0.0781792,122,122,0,4381,2716,98,308,1652,708,122,6086,2063,13783,17330806,0,0,273,416
581,340461476,1000,7469,406,2648,4415,10459,10279,248913,317160,158580,2468,122,0,0,973,0,752,255,0,26455.8,0.0832486,122,122,0,4415,2648,88,318,1662,684,122,5921,2002,13513,16933599,0,0,271,405
582,340461476,1000,7484,405,2571,4508,10409,10238,249105,339280,169640,2571,116,0,0,1009,0,716,278,0,26263.8,0.0834145,116,116,0,4508,2571,94,311,1733,722,116,5822,2024,13217,16871676,0,0,270,404
583,340461476,1000,7493,393,2544,4556,10472,10228,248656,316920,158460,2487,133,0,0,999,0,725,265,0,26712.8,0.0774103,133,133,0,4556,2544,91,302,1742,612,133,5741,1987,12931,16349452,0,0,266,397
584,340461476,1000,7501,383,2494,4624,10543,10263,248933,316280,158140,2475,110,0,0,977,0,713,256,0,26435.8,0.0842886,110,110,0,4624,2494,87,296,1723,642,110,5547,1820,12547,15700075,0,0,249,381
585,340461476,1000,7523,377,2462,4684,10553,10255,248403,340720,170360,2607,112,0,0,993,0,705,266,0,26965.8,0.0835834,112,112,0,4684,2462,91,286,1810,685,112,5410,1771,12216,15403343,0,0,243,371
586,340461476,1000,7539,377,2403,4759,10483,10259,248949,324800,162400,2510,99,0,0,996,0,692,288,0,26419.8,0.0791434,99,99,0,4759,2403,99,278,1786,625,99,5271,1724,11764,15673221,0,0,241,366
587,340461476,1000,7565,391,2403,4771,10454,10294,248786,327600,163800,2518,121,0,0,962,0,689,247,0,26582.8,0.0813416,121,121,0,4771,2403,112,279,1807,590,121,5238,1752,11699,16115010,0,0,255,373
588,340461476,1000,7558,402,2374,4782,10453,10320,248772,343200,171600,2576,122,0,0,1003,0,736,274,0,26596.8,0.0811439,122,122,0,4782,2374,116,286,1811,643,122,5111,1738,11529,16298820,0,0,260,375
589,340461476,1000,7596,398,2405,4793,10462,10309,248381,329400,164700,2549,115,0,0,1002,0,680,284,0,26987.8,0.0774964,115,115,0,4793,2405,119,279,1851,583,115,5078,1703,11569,16384454,0,0,263,371
590,340461476,1000,7647,378,2457,4812,10443,10367,248696,333520,166760,2574,124,0,0,1012,0,711,250,0,26672.8,0.08193,124,124,0,4812,2457,115,263,1847,603,124,5126,1671,11708,15544269,0,0,254,367
591,340461476,1000,7625,368,2479,4778,10440,10330,248548,339040,169520,2600,112,0,0,962,0,722,262,0,26820.8,0.0799735,112,112,0,4778,2479,113,255,1853,635,112,5079,1656,11584,15204265,0,0,250,364
592,340461476,1000,7666,373,2445,4848,10438,10266,248612,329960,164980,2521,99,0,0,1032,0,713,278,0,26756.8,0.0791079,99,99,0,4848,2445,114,259,1815,607,99,5009,1738,11358,16237638,0,0,258,376
593,340461476,1000,7714,357,2489,4868,10445,10193,248890,332600,166300,2588,109,0,0,1010,0,723,239,0,26478.8,0.0810909,109,109,0,4868,2489,108,249,1850,629,109,5049,1632,11498,14990183,0,0,243,347
594,340461476,1000,7715,331,2471,4913,10510,10245,248872,346680,173340,2650,117,0,0,992,0,728,263,0,26496.8,0.0796114,117,117,0,4913,2471,102,229,1896,637,117,5076,1476,11513,13478736,0,0,228,316
595,340461476,1000,7700,337,2450,4913,10473,10232,248820,327600,163800,2521,94,0,0,975,0,723,267,0,26548.8,0.07643,94,94,0,4913,2450,94,243,1846,581,94,5046,1520,11342,13740201,0,0,226,335
596,340461476,1000,7662,323,2426,4913,10515,10182,248607,343960,171980,2606,96,0,0,998,0,763,273,0,26761.8,0.0810401,96,96,0,4913,2426,87,236,1837,673,96,5016,1483,11358,12833657,0,0,212,316
597,340461476,1000,7697,320,2474,4903,10419,10293,248347,344760,172380,2617,105,0,0,978,0,692,251,0,27021.8,0.0778048,105,105,0,4903,2474,84,236,1889,623,105,5087,1494,11614,12974271,0,0,214,313
598,340461476,1000,7701,321,2477,4903,10421,10287,248668,331800,165900,2543,81,0,0,978,0,721,253,0,26700.8,0.0783784,81,81,0,4903,2477,90,231,1874,588,81,5078,1524,11634,13393575,0,0,215,312
599,340461476,1000,7673,315,2466,4892,10416,10328,248568,336320,168160,2582,93,0,0,962,0,730,260,0,26800.8,0.0804724,93,93,0,4892,2466,89,226,1841,648,93,5079,1521,11579,12975295,0,0,215,300
600,340461476,1000,7662,311,2464,4887,10396,10241,249189,349320,174660,2627,115,0,0,992,0,740,263,0,26179.8,0.0796882,115,115,0,4887,2464,82,229,1889,623,115,5029,1445,11381,12589884,0,0,210,300
601,340461476,1000,7676,300,2458,4918,10361,10033,248922,332160,166080,2544,80,0,0,1033,0,750,269,0,26446.8,0.0749449,80,80,0,4918,2458,78,222,1866,598,80,4971,1358,11243,11816379,0,0,199,276
602,340461476,1000,7715,292,2488,4935,10379,10040,248701,331160,165580,2595,101,0,0,1028,0,715,274,0,26667.8,0.0796205,101,101,0,4935,2488,79,213,1882,612,101,5023,1360,11300,11720187,0,0,196,275
603,340461476,1000,7629,296,2528,4805,10377,10083,248412,338040,169020,2631,83,0,0,966,0,770,282,0,26956.8,0.0805283,83,83,0,4805,2528,91,205,1896,652,83,5033,1343,11464,11708551,0,0,189,285
604,340461476,1000,7667,295,2566,4806,10311,10052,248353,332520,166260,2555,82,0,0,960,0,672,250,0,27015.8,0.0797443,82,82,0,4806,2566,85,210,1856,617,82,5156,1276,11754,11072302,0,0,181,277
605,340461476,1000,7572,290,2549,4733,10337,9996,248548,332200,166100,2529,95,0,0,915,0,760,250,0,26820.8,0.0812455,95,95,0,4733,2549,79,211,1811,623,95,5166,1248,11740,10933252,0,0,175,273
606,340461476,1000,7543,288,2528,4727,10377,10000,248764,343920,171960,2575,85,0,0,959,0,727,261,0,26604.8,0.0807368,85,85,0,4727,2528,83,205,1802,688,85,5147,1202,11606,11108749,0,0,170,268
607,340461476,1000,7511,289,2514,4708,10346,9964,248799,330720,165360,2509,80,0,0,939,0,729,242,0,26569.8,0.0773574,80,80,0,4708,2514,83,206,1790,639,80,5177,1159,11565,10820557,0,0,169,269
608,340461476,1000,7450,279,2480,4691,10281,10151,248647,326880,163440,2478,92,0,0,961,0,768,254,0,26721.8,0.0803391,92,92,0,4691,2480,86,193,1785,601,92,5136,1147,11401,10796613,0,0,159,262
609,340461476,1000,7492,289,2467,4736,10283,10151,248932,329520,164760,2524,85,0,0,978,0,685,251,0,26436.8,0.0817479,85,85,0,4736,2467,88,201,1765,674,85,5194,1151,11427,10517930,0,0,165,270
610,340461476,1000,7497,299,2451,4747,10375,10194,248783,334240,167120,2556,83,0,0,973,0,715,253,0,26585.8,0.0802281,83,83,0,4747,2451,99,200,1831,642,83,5160,1196,11191,10844163,0,0,180,280
611,340461476,1000,7454,306,2408,4740,10387,10194,248877,322040,161020,2475,96,0,0,964,0,756,251,0,26491.8,0.0795409,96,96,0,4740,2408,106,200,1786,593,96,5044,1197,10862,11264101,0,0,168,288
612,340461476,1000,7458,310,2377,4771,10458,10111,248850,324480,162240,2490,89,0,0,1019,0,751,264,0,26518.8,0.0822623,89,89,0,4771,2377,106,204,1805,596,89,4968,1203,10689,11383540,0,0,171,289
613,340461476,1000,7469,313,2336,4820,10464,10192,248852,321480,160740,2534,86,0,0,970,0,711,248,0,26516.8,0.0817269,86,86,0,4820,2336,103,210,1835,613,86,4936,1176,10528,11333132,0,0,172,295
614,340461476,1000,7523,313,2310,4900,10484,10167,248419,322120,161060,2489,84,0,0,1028,0,736,238,0,26949.8,0.0824834,84,84,0,4900,2310,101,212,1789,616,84,4915,1123,10567,11635536,0,0,173,281
615,340461476,1000,7474,305,2303,4866,10402,10223,248670,327360,163680,2542,103,0,0,944,0,726,267,0,26698.8,0.0836637,103,103,0,4866,2303,107,198,1878,561,103,4870,1155,10533,11511324,0,0,177,282
616,340461476,1000,7513,318,2306,4889,10281,10229,248505,333120,166560,2499,104,0,0,997,0,708,250,0,26863.8,0.0815578,104,104,0,4889,2306,111,207,1809,586,104,4883,1191,10479,11054308,0,0,177,294
617,340461476,1000,7612,305,2308,4999,10247,10195,248474,325880,162940,2520,78,0,0,1057,0,722,236,0,26894.8,0.0806429,78,78,0,4999,2308,99,206,1856,586,78,4853,1182,10442,10633222,0,0,173,283
618,340461476,1000,7590,312,2295,4983,10264,10213,249095,329960,164980,2595,99,0,0,977,0,726,273,0,26273.8,0.0825296,99,99,0,4983,2295,106,206,1922,574,99,4756,1158,10266,10939813,0,0,168,285
619,340461476,1000,7652,297,2293,5062,10302,10278,248711,330440,165220,2546,100,0,0,990,0,673,255,0,26657.8,0.0796271,100,100,0,5062,2293,104,193,1852,594,100,4696,1166,10160,10663836,0,0,165,280
620,340461476,1000,7593,294,2259,5040,10300,10282,248698,333200,166600,2553,82,0,0,995,0,757,297,0,26670.8,0.0806735,82,82,0,5040,2259,106,188,1878,593,82,4607,1175,10000,10628845,0,0,165,284
