Time,NodeID,Alleles,VectorPopulation,VectorPopulationNumDied,VectorPopulationAvgAgeAtDeath
15,1,b0,640,148,17.9189
15,1,b1,0,0,0
15,1,a0.b0,640,148,17.9189
15,1,a1.b1,0,0,0
16,1,X,495,145,18.7586
16,1,Y,0,0,0
16,1,a0,495,145,18.7586
16,1,a1,0,0,0
16,1,b0,495,145,18.7586
16,1,b1,0,0,0
16,1,a0.b0,495,145,18.7586
16,1,a1.b1,0,0,0
17,1,X,415,80,19.725
17,1,Y,0,0,0
17,1,a0,415,80,19.725
17,1,a1,0,0,0
17,1,b0,415,80,19.725
17,1,b1,0,0,0
17,1,a0.b0,415,80,19.725
17,1,a1.b1,0,0,0
18,1,X,326,89,20.9213
18,1,Y,0,0,0
18,1,a0,326,89,20.9213
18,1,a1,0,0,0
18,1,b0,326,89,20.9213
18,1,b1,0,0,0
18,1,a0.b0,326,89,20.9213
18,1,a1.b1,0,0,0
19,1,X,247,79,21.9747
19,1,Y,0,0,0
19,1,a0,247,79,21.9747
19,1,a1,0,0,0
19,1,b0,247,79,21.9747
19,1,b1,0,0,0
19,1,a0.b0,247,79,21.9747
19,1,a1.b1,0,0,0
20,1,X,192,55,22.6182
20,1,Y,0,0,0
20,1,a0,192,55,22.6182
20,1,a1,0,0,0
20,1,b0,192,55,22.6182
20,1,b1,0,0,0
20,1,a0.b0,192,55,22.6182
20,1,a1.b1,0,0,0
21,1,X,143,49,23.9796
21,1,Y,0,0,0
21,1,a0,143,49,23.9796
21,1,a1,0,0,0
21,1,b0,143,49,23.9796
21,1,b1,0,0,0
21,1,a0.b0,143,49,23.9796
21,1,a1.b1,0,0,0
22,1,X,23493,29,25.1379
22,1,Y,0,0,0
22,1,a0,23493,29,25.1379
22,1,a1,0,0,0
22,1,b0,23493,29,25.1379
22,1,b1,0,0,0
22,1,a0.b0,23493,29,25.1379
22,1,a1.b1,0,0,0
23,1,X,29271,4446,1.16037
23,1,Y,0,0,0
23,1,a0,29271,4446,1.16037
23,1,a1,0,0,0
23,1,b0,29271,4446,1.16037
23,1,b1,0,0,0
23,1,a0.b0,29271,4446,1.16037
23,1,a1.b1,0,0,0
24,1,X,36861,3899,1.6376
24,1,Y,0,0,0
24,1,a0,36861,3899,1.6376
24,1,a1,0,0,0
24,1,b0,36861,3899,1.6376
24,1,b1,0,0,0
24,1,a0.b0,36861,3899,1.6376
24,1,a1.b1,0,0,0
25,1,X,43668,4737,1.99704
25,1,Y,0,0,0
25,1,a0,43668,4737,1.99704
25,1,a1,0,0,0
25,1,b0,43668,4737,1.99704
25,1,b1,0,0,0
25,1,a0.b0,43668,4737,1.99704
25,1,a1.b1,0,0,0
26,1,X,47984,7015,2.6871
26,1,Y,0,0,0
26,1,a0,47984,7015,2.6871
26,1,a1,0,0,0
26,1,b0,47984,7015,2.6871
26,1,b1,0,0,0
26,1,a0.b0,47984,7015,2.6871
26,1,a1.b1,0,0,0
27,1,X,52953,6551,2.87269
27,1,Y,0,0,0
27,1,a0,52953,6551,2.87269
27,1,a1,0,0,0
27,1,b0,52953,6551,2.87269
27,1,b1,0,0,0
27,1,a0.b0,52953,6551,2.87269
27,1,a1.b1,0,0,0
28,1,X,57288,7276,3.15434
28,1,Y,0,0,0
28,1,a0,57288,7276,3.15434
28,1,a1,0,0,0
28,1,b0,57288,7276,3.15434
28,1,b1,0,0,0
28,1,a0.b0,57288,7276,3.15434
28,1,a1.b1,0,0,0
29,1,X,60528,8446,3.80204
29,1,Y,0,0,0
29,1,a0,60528,8446,3.80204
29,1,a1,0,0,0
29,1,b0,60528,8446,3.80204
29,1,b1,0,0,0
29,1,a0.b0,60528,8446,3.80204
29,1,a1.b1,0,0,0
30,1,X,63884,8386,3.86525
30,1,Y,0,0,0
30,1,a0,63884,8386,3.86525
30,1,a1,0,0,0
30,1,b0,63884,8386,3.86525
30,1,b1,0,0,0
30,1,a0.b0,63884,8386,3.86525
30,1,a1.b1,0,0,0
31,1,X,62752,8960,4.1269
31,1,Y,0,0,0
31,1,a0,62752,8960,4.1269
31,1,a1,0,0,0
31,1,b0,62752,8960,4.1269
31,1,b1,0,0,0
31,1,a0.b0,62752,8960,4.1269
31,1,a1.b1,0,0,0
32,1,X,61351,9012,4.95839
32,1,Y,0,0,0
32,1,a0,61351,9012,4.95839
32,1,a1,0,0,0
32,1,b0,61351,9012,4.95839
32,1,b1,0,0,0
32,1,a0.b0,61351,9012,4.95839
32,1,a1.b1,0,0,0
33,1,X,60151,8658,5.13121
33,1,Y,0,0,0
33,1,a0,60151,8658,5.13121
33,1,a1,0,0,0
33,1,b0,60151,8658,5.13121
33,1,b1,0,0,0
33,1,a0.b0,60151,8658,5.13121
33,1,a1.b1,0,0,0
34,1,X,55586,8700,5.51012
34,1,Y,0,0,0
34,1,a0,55586,8700,5.51012
34,1,a1,0,0,0
34,1,b0,55586,8700,5.51012
34,1,b1,0,0,0
34,1,a0.b0,55586,8700,5.51012
34,1,a1.b1,0,0,0
35,1,X,51857,8106,6.52011
35,1,Y,0,0,0
35,1,a0,51857,8106,6.52011
35,1,a1,0,0,0
35,1,b0,51857,8106,6.52011
35,1,b1,0,0,0
35,1,a0.b0,51857,8106,6.52011
35,1,a1.b1,0,0,0
36,1,X,48698,7617,6.59814
36,1,Y,0,0,0
36,1,a0,48698,7617,6.59814
36,1,a1,0,0,0
36,1,b0,48698,7617,6.59814
36,1,b1,0,0,0
36,1,a0.b0,48698,7617,6.59814
36,1,a1.b1,0,0,0
37,1,X,43650,7353,7.03482
37,1,Y,0,0,0
37,1,a0,43650,7353,7.03482
37,1,a1,0,0,0
37,1,b0,43650,7353,7.03482
37,1,b1,0,0,0
37,1,a0.b0,43650,7353,7.03482
37,1,a1.b1,0,0,0
38,1,X,39244,6545,8.08312
38,1,Y,0,0,0
38,1,a0,39244,6545,8.08312
38,1,a1,0,0,0
38,1,b0,39244,6545,8.08312
38,1,b1,0,0,0
38,1,a0.b0,39244,6545,8.08312
38,1,a1.b1,0,0,0
39,1,X,35345,5892,8.4036
39,1,Y,0,0,0
39,1,a0,35345,5892,8.4036
39,1,a1,0,0,0
39,1,b0,35345,5892,8.4036
39,1,b1,0,0,0
39,1,a0.b0,35345,5892,8.4036
39,1,a1.b1,0,0,0
40,1,X,31015,5572,8.84225
40,1,Y,0,0,0
40,1,a0,31015,5572,8.84225
40,1,a1,0,0,0
40,1,b0,31015,5572,8.84225
40,1,b1,0,0,0
40,1,a0.b0,31015,5572,8.84225
40,1,a1.b1,0,0,0
41,1,X,27251,4813,9.67131
41,1,Y,0,0,0
41,1,a0,27251,4813,9.67131
41,1,a1,0,0,0
41,1,b0,27251,4813,9.67131
41,1,b1,0,0,0
41,1,a0.b0,27251,4813,9.67131
41,1,a1.b1,0,0,0
42,1,X,23877,4268,10.1706
42,1,Y,0,0,0
42,1,a0,23877,4268,10.1706
42,1,a1,0,0,0
42,1,b0,23877,4268,10.1706
42,1,b1,0,0,0
42,1,a0.b0,23877,4268,10.1706
42,1,a1.b1,0,0,0
43,1,X,20694,3815,10.7059
43,1,Y,0,0,0
43,1,a0,20694,3815,10.7059
43,1,a1,0,0,0
43,1,b0,20694,3815,10.7059
43,1,b1,0,0,0
43,1,a0.b0,20694,3815,10.7059
43,1,a1.b1,0,0,0
44,1,X,17870,3296,11.5367
44,1,Y,0,0,0
44,1,a0,17870,3296,11.5367
44,1,a1,0,0,0
44,1,b0,17870,3296,11.5367
44,1,b1,0,0,0
44,1,a0.b0,17870,3296,11.5367
44,1,a1.b1,0,0,0
45,1,X,15446,2846,12.0257
45,1,Y,0,0,0
45,1,a0,15446,2846,12.0257
45,1,a1,0,0,0
45,1,b0,15446,2846,12.0257
45,1,b1,0,0,0
45,1,a0.b0,15446,2846,12.0257
45,1,a1.b1,0,0,0
46,1,X,13048,2679,12.5091
46,1,Y,0,0,0
46,1,a0,13048,2679,12.5091
46,1,a1,0,0,0
46,1,b0,13048,2679,12.5091
46,1,b1,0,0,0
46,1,a0.b0,13048,2679,12.5091
46,1,a1.b1,0,0,0
47,1,X,11044,2211,13.2189
47,1,Y,0,0,0
47,1,a0,11044,2211,13.2189
47,1,a1,0,0,0
47,1,b0,11044,2211,13.2189
47,1,b1,0,0,0
47,1,a0.b0,11044,2211,13.2189
47,1,a1.b1,0,0,0
48,1,X,123287,1873,13.9349
48,1,Y,0,0,0
48,1,a0,123287,1873,13.9349
48,1,a1,0,0,0
48,1,b0,123287,1873,13.9349
48,1,b1,0,0,0
48,1,a0.b0,123287,1873,13.9349
48,1,a1.b1,0,0,0
49,1,X,104055,23117,2.00385
49,1,Y,0,0,0
49,1,a0,104055,23117,2.00385
49,1,a1,0,0,0
49,1,b0,104055,23117,2.00385
49,1,b1,0,0,0
49,1,a0.b0,104055,23117,2.00385
49,1,a1.b1,0,0,0
50,1,X,106908,11543,3.51174
50,1,Y,0,0,0
50,1,a0,106908,11543,3.51174
50,1,a1,0,0,0
50,1,b0,106908,11543,3.51174
50,1,b1,0,0,0
50,1,a0.b0,106908,11543,3.51174
50,1,a1.b1,0,0,0
51,1,X,107310,12777,3.75018
51,1,Y,0,0,0
51,1,a0,107310,12777,3.75018
51,1,a1,0,0,0
51,1,b0,107310,12777,3.75018
51,1,b1,0,0,0
51,1,a0.b0,107310,12777,3.75018
51,1,a1.b1,0,0,0
52,1,X,100891,19277,4.15262
52,1,Y,0,0,0
52,1,a0,100891,19277,4.15262
52,1,a1,0,0,0
52,1,b0,100891,19277,4.15262
52,1,b1,0,0,0
52,1,a0.b0,100891,19277,4.15262
52,1,a1.b1,0,0,0
53,1,X,101259,12467,4.58129
53,1,Y,0,0,0
53,1,a0,101259,12467,4.58129
53,1,a1,0,0,0
53,1,b0,101259,12467,4.58129
53,1,b1,0,0,0
53,1,a0.b0,101259,12467,4.58129
53,1,a1.b1,0,0,0
54,1,X,100776,13194,4.81999
54,1,Y,0,0,0
54,1,a0,100776,13194,4.81999
54,1,a1,0,0,0
54,1,b0,100776,13194,4.81999
54,1,b1,0,0,0
54,1,a0.b0,100776,13194,4.81999
54,1,a1.b1,0,0,0
55,1,X,96361,17109,5.60553
55,1,Y,0,0,0
55,1,a0,96361,17109,5.60553
55,1,a1,0,0,0
55,1,b0,96361,17109,5.60553
55,1,b1,0,0,0
55,1,a0.b0,96361,17109,5.60553
55,1,a1.b1,0,0,0
56,1,X,96020,12721,5.43196
56,1,Y,0,0,0
56,1,a0,96020,12721,5.43196
56,1,a1,0,0,0
56,1,b0,96020,12721,5.43196
56,1,b1,0,0,0
56,1,a0.b0,96020,12721,5.43196
56,1,a1.b1,0,0,0
57,1,X,95514,12947,5.71878
57,1,Y,0,0,0
57,1,a0,95514,12947,5.71878
57,1,a1,0,0,0
57,1,b0,95514,12947,5.71878
57,1,b1,0,0,0
57,1,a0.b0,95514,12947,5.71878
57,1,a1.b1,0,0,0
58,1,X,92373,15667,6.55716
58,1,Y,0,0,0
58,1,a0,92373,15667,6.55716
58,1,a1,0,0,0
58,1,b0,92373,15667,6.55716
58,1,b1,0,0,0
58,1,a0.b0,92373,15667,6.55716
58,1,a1.b1,0,0,0
59,1,X,91713,13043,6.0792
59,1,Y,0,0,0
59,1,a0,91713,13043,6.0792
59,1,a1,0,0,0
59,1,b0,91713,13043,6.0792
59,1,b1,0,0,0
59,1,a0.b0,91713,13043,6.0792
59,1,a1.b1,0,0,0
60,1,X,90621,13307,6.27279
60,1,Y,0,0,0
60,1,a0,90621,13307,6.27279
60,1,a1,0,0,0
60,1,b0,90621,13307,6.27279
60,1,b1,0,0,0
60,1,a0.b0,90621,13307,6.27279
60,1,a1.b1,0,0,0
61,1,X,88054,14631,7.17128
61,1,Y,0,0,0
61,1,a0,88054,14631,7.17128
61,1,a1,0,0,0
61,1,b0,88054,14631,7.17128
61,1,b1,0,0,0
61,1,a0.b0,88054,14631,7.17128
61,1,a1.b1,0,0,0
62,1,X,87519,12802,6.57991
62,1,Y,0,0,0
62,1,a0,87519,12802,6.57991
62,1,a1,0,0,0
62,1,b0,87519,12802,6.57991
62,1,b1,0,0,0
62,1,a0.b0,87519,12802,6.57991
62,1,a1.b1,0,0,0
63,1,X,86674,12927,6.73621
63,1,Y,0,0,0
63,1,a0,86674,12927,6.73621
63,1,a1,0,0,0
63,1,b0,86674,12927,6.73621
63,1,b1,0,0,0
63,1,a0.b0,86674,12927,6.73621
63,1,a1.b1,0,0,0
64,1,X,85427,13432,7.37463
64,1,Y,0,0,0
64,1,a0,85427,13432,7.37463
64,1,a1,0,0,0
64,1,b0,85427,13432,7.37463
64,1,b1,0,0,0
64,1,a0.b0,85427,13432,7.37463
64,1,a1.b1,0,0,0
65,1,X,84717,12758,6.73154
65,1,Y,0,0,0
65,1,a0,84717,12758,6.73154
65,1,a1,0,0,0
65,1,b0,84717,12758,6.73154
65,1,b1,0,0,0
65,1,a0.b0,84717,12758,6.73154
65,1,a1.b1,0,0,0
66,1,X,105245,12675,6.87716
66,1,Y,0,0,0
66,1,a0,105245,12675,6.87716
66,1,a1,0,0,0
66,1,b0,105245,12675,6.87716
66,1,b1,0,0,0
66,1,a0.b0,105245,12675,6.87716
66,1,a1.b1,0,0,0
67,1,X,99157,16976,5.87412
67,1,Y,0,0,0
67,1,a0,99157,16976,5.87412
67,1,a1,0,0,0
67,1,b0,99157,16976,5.87412
67,1,b1,0,0,0
67,1,a0.b0,99157,16976,5.87412
67,1,a1.b1,0,0,0
68,1,X,100207,14011,6.39012
68,1,Y,0,0,0
68,1,a0,100207,14011,6.39012
68,1,a1,0,0,0
68,1,b0,100207,14011,6.39012
68,1,b1,0,0,0
68,1,a0.b0,100207,14011,6.39012
68,1,a1.b1,0,0,0
69,1,X,99859,14517,6.38527
69,1,Y,0,0,0
69,1,a0,99859,14517,6.38527
69,1,a1,0,0,0
69,1,b0,99859,14517,6.38527
69,1,b1,0,0,0
69,1,a0.b0,99859,14517,6.38527
69,1,a1.b1,0,0,0
70,1,X,98572,15614,6.37934
70,1,Y,0,0,0
70,1,a0,98572,15614,6.37934
70,1,a1,0,0,0
70,1,b0,98572,15614,6.37934
70,1,b1,0,0,0
70,1,a0.b0,98572,15614,6.37934
70,1,a1.b1,0,0,0
71,1,X,98546,14208,6.37852
71,1,Y,0,0,0
71,1,a0,98546,14208,6.37852
71,1,a1,0,0,0
71,1,b0,98546,14208,6.37852
71,1,b1,0,0,0
71,1,a0.b0,98546,14208,6.37852
71,1,a1.b1,0,0,0
72,1,X,98433,14459,6.37672
72,1,Y,0,0,0
72,1,a0,98433,14459,6.37672
72,1,a1,0,0,0
72,1,b0,98433,14459,6.37672
72,1,b1,0,0,0
72,1,a0.b0,98433,14459,6.37672
72,1,a1.b1,0,0,0
73,1,X,97323,15343,6.6689
73,1,Y,0,0,0
73,1,a0,97323,15343,6.6689
73,1,a1,0,0,0
73,1,b0,97323,15343,6.6689
73,1,b1,0,0,0
73,1,a0.b0,97323,15343,6.6689
73,1,a1.b1,0,0,0
74,1,X,97413,14217,6.51558
74,1,Y,0,0,0
74,1,a0,97413,14217,6.51558
74,1,a1,0,0,0
74,1,b0,97413,14217,6.51558
74,1,b1,0,0,0
74,1,a0.b0,97413,14217,6.51558
74,1,a1.b1,0,0,0
75,1,X,97344,14403,6.63751
75,1,Y,0,0,0
75,1,a0,97344,14403,6.63751
75,1,a1,0,0,0
75,1,b0,97344,14403,6.63751
75,1,b1,0,0,0
75,1,a0.b0,97344,14403,6.63751
75,1,a1.b1,0,0,0
76,1,X,97039,14752,6.76485
76,1,Y,0,0,0
76,1,a0,97039,14752,6.76485
76,1,a1,0,0,0
76,1,b0,97039,14752,6.76485
76,1,b1,0,0,0
76,1,a0.b0,97039,14752,6.76485
76,1,a1.b1,0,0,0
77,1,X,96663,14360,6.63245
77,1,Y,0,0,0
77,1,a0,96663,14360,6.63245
77,1,a1,0,0,0
77,1,b0,96663,14360,6.63245
77,1,b1,0,0,0
77,1,a0.b0,96663,14360,6.63245
77,1,a1.b1,0,0,0
78,1,X,96361,14504,6.66533
78,1,Y,0,0,0
78,1,a0,96361,14504,6.66533
78,1,a1,0,0,0
78,1,b0,96361,14504,6.66533
78,1,b1,0,0,0
78,1,a0.b0,96361,14504,6.66533
78,1,a1.b1,0,0,0
79,1,X,95842,14583,6.86402
79,1,Y,0,0,0
79,1,a0,95842,14583,6.86402
79,1,a1,0,0,0
79,1,b0,95842,14583,6.86402
79,1,b1,0,0,0
79,1,a0.b0,95842,14583,6.86402
79,1,a1.b1,0,0,0
80,1,X,95660,14188,6.73252
80,1,Y,0,0,0
80,1,a0,95660,14188,6.73252
80,1,a1,0,0,0
80,1,b0,95660,14188,6.73252
80,1,b1,0,0,0
80,1,a0.b0,95660,14188,6.73252
80,1,a1.b1,0,0,0
81,1,X,95728,14172,6.67563
81,1,Y,0,0,0
81,1,a0,95728,14172,6.67563
81,1,a1,0,0,0
81,1,b0,95728,14172,6.67563
81,1,b1,0,0,0
81,1,a0.b0,95728,14172,6.67563
81,1,a1.b1,0,0,0
82,1,X,95644,14487,6.85187
82,1,Y,0,0,0
82,1,a0,95644,14487,6.85187
82,1,a1,0,0,0
82,1,b0,95644,14487,6.85187
82,1,b1,0,0,0
82,1,a0.b0,95644,14487,6.85187
82,1,a1.b1,0,0,0
83,1,X,95570,14308,6.64258
83,1,Y,0,0,0
83,1,a0,95570,14308,6.64258
83,1,a1,0,0,0
83,1,b0,95570,14308,6.64258
83,1,b1,0,0,0
83,1,a0.b0,95570,14308,6.64258
83,1,a1.b1,0,0,0
84,1,X,99278,14152,6.74244
84,1,Y,0,0,0
84,1,a0,99278,14152,6.74244
84,1,a1,0,0,0
84,1,b0,99278,14152,6.74244
84,1,b1,0,0,0
84,1,a0.b0,99278,14152,6.74244
84,1,a1.b1,0,0,0
85,1,X,97992,14974,6.48037
85,1,Y,0,0,0
85,1,a0,97992,14974,6.48037
85,1,a1,0,0,0
85,1,b0,97992,14974,6.48037
85,1,b1,0,0,0
85,1,a0.b0,97992,14974,6.48037
85,1,a1.b1,0,0,0
86,1,X,98200,14389,6.65613
86,1,Y,0,0,0
86,1,a0,98200,14389,6.65613
86,1,a1,0,0,0
86,1,b0,98200,14389,6.65613
86,1,b1,0,0,0
86,1,a0.b0,98200,14389,6.65613
86,1,a1.b1,0,0,0
87,1,X,98057,14668,6.61569
87,1,Y,0,0,0
87,1,a0,98057,14668,6.61569
87,1,a1,0,0,0
87,1,b0,98057,14668,6.61569
87,1,b1,0,0,0
87,1,a0.b0,98057,14668,6.61569
87,1,a1.b1,0,0,0
88,1,X,97685,14793,6.68715
88,1,Y,0,0,0
88,1,a0,97685,14793,6.68715
88,1,a1,0,0,0
88,1,b0,97685,14793,6.68715
88,1,b1,0,0,0
88,1,a0.b0,97685,14793,6.68715
88,1,a1.b1,0,0,0
89,1,X,97807,14284,6.71605
89,1,Y,0,0,0
89,1,a0,97807,14284,6.71605
89,1,a1,0,0,0
89,1,b0,97807,14284,6.71605
89,1,b1,0,0,0
89,1,a0.b0,97807,14284,6.71605
89,1,a1.b1,0,0,0
90,1,X,97859,14469,6.65063
90,1,Y,0,0,0
90,1,a0,97859,14469,6.65063
90,1,a1,0,0,0
90,1,b0,97859,14469,6.65063
90,1,b1,0,0,0
90,1,a0.b0,97859,14469,6.65063
90,1,a1.b1,0,0,0
91,1,X,97822,14580,6.70075
91,1,Y,0,0,0
91,1,a0,97822,14580,6.70075
91,1,a1,0,0,0
91,1,b0,97822,14580,6.70075
91,1,b1,0,0,0
91,1,a0.b0,97822,14580,6.70075
91,1,a1.b1,0,0,0
92,1,X,97342,14907,6.70625
92,1,Y,0,0,0
92,1,a0,97342,14907,6.70625
92,1,a1,0,0,0
92,1,b0,97342,14907,6.70625
92,1,b1,0,0,0
92,1,a0.b0,97342,14907,6.70625
92,1,a1.b1,0,0,0
93,1,X,97116,14676,6.67253
93,1,Y,0,0,0
93,1,a0,97116,14676,6.67253
93,1,a1,0,0,0
93,1,b0,97116,14676,6.67253
93,1,b1,0,0,0
93,1,a0.b0,97116,14676,6.67253
93,1,a1.b1,0,0,0
94,1,X,97257,14335,6.764
94,1,Y,0,0,0
94,1,a0,97257,14335,6.764
94,1,a1,0,0,0
94,1,b0,97257,14335,6.764
94,1,b1,0,0,0
94,1,a0.b0,97257,14335,6.764
94,1,a1.b1,0,0,0
95,1,X,97253,14516,6.62242
95,1,Y,0,0,0
95,1,a0,97253,14516,6.62242
95,1,a1,0,0,0
95,1,b0,97253,14516,6.62242
95,1,b1,0,0,0
95,1,a0.b0,97253,14516,6.62242
95,1,a1.b1,0,0,0
96,1,X,97456,14561,6.73937
96,1,Y,0,0,0
96,1,a0,97456,14561,6.73937
96,1,a1,0,0,0
96,1,b0,97456,14561,6.73937
96,1,b1,0,0,0
96,1,a0.b0,97456,14561,6.73937
96,1,a1.b1,0,0,0
97,1,X,97450,14555,6.73281
97,1,Y,0,0,0
97,1,a0,97450,14555,6.73281
97,1,a1,0,0,0
97,1,b0,97450,14555,6.73281
97,1,b1,0,0,0
97,1,a0.b0,97450,14555,6.73281
97,1,a1.b1,0,0,0
98,1,X,97270,14595,6.69846
98,1,Y,0,0,0
98,1,a0,97270,14595,6.69846
98,1,a1,0,0,0
98,1,b0,97270,14595,6.69846
98,1,b1,0,0,0
98,1,a0.b0,97270,14595,6.69846
98,1,a1.b1,0,0,0
99,1,X,97157,14653,6.65236
99,1,Y,0,0,0
99,1,a0,97157,14653,6.65236
99,1,a1,0,0,0
99,1,b0,97157,14653,6.65236
99,1,b1,0,0,0
99,1,a0.b0,97157,14653,6.65236
99,1,a1.b1,0,0,0
100,1,X,96926,14750,6.69898
100,1,Y,0,0,0
100,1,a0,96926,14750,6.69898
100,1,a1,0,0,0
100,1,b0,96926,14750,6.69898
100,1,b1,0,0,0
100,1,a0.b0,96926,14750,6.69898
100,1,a1.b1,0,0,0
101,1,X,96741,14699,6.72631
101,1,Y,0,0,0
101,1,a0,96741,14699,6.72631
101,1,a1,0,0,0
101,1,b0,96741,14699,6.72631
101,1,b1,0,0,0
101,1,a0.b0,96741,14699,6.72631
101,1,a1.b1,0,0,0
102,1,X,97322,14596,6.68759
102,1,Y,0,0,0
102,1,a0,97322,14596,6.68759
102,1,a1,0,0,0
102,1,b0,97322,14596,6.68759
102,1,b1,0,0,0
102,1,a0.b0,97322,14596,6.68759
102,1,a1.b1,0,0,0
103,1,X,96842,14722,6.58525
103,1,Y,0,0,0
103,1,a0,96842,14722,6.58525
103,1,a1,0,0,0
103,1,b0,96842,14722,6.58525
103,1,b1,0,0,0
103,1,a0.b0,96842,14722,6.58525
103,1,a1.b1,0,0,0
104,1,X,97224,14339,6.652
104,1,Y,0,0,0
104,1,a0,97224,14339,6.652
104,1,a1,0,0,0
104,1,b0,97224,14339,6.652
104,1,b1,0,0,0
104,1,a0.b0,97224,14339,6.652
104,1,a1.b1,0,0,0
105,1,X,97123,14743,6.55403
105,1,Y,0,0,0
105,1,a0,97123,14743,6.55403
105,1,a1,0,0,0
105,1,b0,97123,14743,6.55403
105,1,b1,0,0,0
105,1,a0.b0,97123,14743,6.55403
105,1,a1.b1,0,0,0
106,1,X,97085,14455,6.66441
106,1,Y,0,0,0
106,1,a0,97085,14455,6.66441
106,1,a1,0,0,0
106,1,b0,97085,14455,6.66441
106,1,b1,0,0,0
106,1,a0.b0,97085,14455,6.66441
106,1,a1.b1,0,0,0
107,1,X,97171,14482,6.72041
107,1,Y,0,0,0
107,1,a0,97171,14482,6.72041
107,1,a1,0,0,0
107,1,b0,97171,14482,6.72041
107,1,b1,0,0,0
107,1,a0.b0,97171,14482,6.72041
107,1,a1.b1,0,0,0
108,1,X,97398,14630,6.6702
108,1,Y,0,0,0
108,1,a0,97398,14630,6.6702
108,1,a1,0,0,0
108,1,b0,97398,14630,6.6702
108,1,b1,0,0,0
