Time,NodeID,Genome,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,MaleNumDied,MaleAvgAgeAtDeath
236,1,X-a0-b1:Y-a1-b1,120,106,3056,13554,16,7.375
236,1,Other,84387,51420,605859,2023967,10238,8.50205
237,1,X-a0-b0:Y-a1-b0,16823,12297,180360,845478,1983,7.74634
237,1,X-a0-b0:Y-a0-b1,16313,12094,178228,827405,1986,7.90332
237,1,X-a0-b0:Y-a1-b1,3109,3267,53335,313416,412,7.40049
237,1,X-a1-b0:Y-a1-b1,149,158,3141,24005,14,5.14286
237,1,X-a0-b1:Y-a1-b1,112,165,3142,20644,14,11.2857
237,1,Other,85149,47385,604062,2159324,10339,8.66225
238,1,X-a0-b0:Y-a1-b0,17411,11918,184211,539254,2037,8.23466
238,1,X-a0-b0:Y-a0-b1,16972,11775,181634,532866,1919,8.12142
238,1,X-a0-b0:Y-a1-b1,3590,2864,56256,129629,353,7.79603
238,1,X-a1-b0:Y-a1-b1,175,143,3451,4833,18,8.88889
238,1,X-a0-b1:Y-a1-b1,147,129,3422,7969,13,8.92308
238,1,Other,83397,48657,594174,1951833,10275,8.46501
239,1,X-a0-b0:Y-a1-b0,17650,11256,183813,724570,2074,7.93105
239,1,X-a0-b0:Y-a0-b1,17229,11272,181343,708806,1984,7.98185
239,1,X-a0-b0:Y-a1-b1,3655,2642,55289,273726,399,6.94486
239,1,X-a1-b0:Y-a1-b1,177,125,3277,18546,25,5.52
239,1,X-a0-b1:Y-a1-b1,150,120,3387,18806,23,6.65217
239,1,Other,82885,49817,594894,2035802,9998,8.62883
240,1,X-a0-b0:Y-a1-b0,17381,12439,184993,845240,2114,7.7597
240,1,X-a0-b0:Y-a0-b1,17009,12762,182188,811956,2024,7.81472
240,1,X-a0-b0:Y-a1-b1,3526,3623,57099,311061,419,7.4821
240,1,X-a1-b0:Y-a1-b1,177,194,3437,24066,16,7.9375
240,1,X-a0-b1:Y-a1-b1,151,188,3564,22583,11,7.27273
240,1,Other,83603,45974,590914,2155525,9953,8.58977
241,1,X-a0-b0:Y-a1-b0,18066,11940,187958,552755,2087,8.1701
241,1,X-a0-b0:Y-a0-b1,17809,12156,184563,536060,1982,8.12159
241,1,X-a0-b0:Y-a1-b1,4055,3047,59940,136556,394,7.5533
241,1,X-a1-b0:Y-a1-b1,188,182,3759,6667,26,7.5
241,1,X-a0-b1:Y-a1-b1,179,159,3829,8705,21,7.80952
241,1,Other,81707,47523,581631,1956956,9996,8.56343
242,1,X-a0-b0:Y-a1-b0,18196,11651,187698,826749,2085,7.59904
242,1,X-a0-b0:Y-a0-b1,17973,11869,183859,798881,2096,7.89885
242,1,X-a0-b0:Y-a1-b1,4092,2880,58599,335666,453,6.72627
242,1,X-a1-b0:Y-a1-b1,187,168,3618,23804,22,7.36364
242,1,X-a0-b1:Y-a1-b1,175,159,3802,24740,22,6.95455
242,1,Other,81450,48181,585134,2100311,9833,8.5272
243,1,X-a0-b0:Y-a1-b0,17776,13119,189202,812883,2267,8.00706
243,1,X-a0-b0:Y-a0-b1,17879,13260,185157,808887,1996,7.78858
243,1,X-a0-b0:Y-a1-b1,3942,3876,61293,299480,475,6.92
243,1,X-a1-b0:Y-a1-b1,183,226,3855,21698,17,6.29412
243,1,X-a0-b1:Y-a1-b1,162,229,4067,22110,30,6.5
243,1,Other,81924,44476,579540,2126146,9797,8.57334
244,1,X-a0-b0:Y-a1-b0,18482,12677,191088,583181,2050,8.22439
244,1,X-a0-b0:Y-a0-b1,18672,12723,187696,582460,2116,8.18573
244,1,X-a0-b0:Y-a1-b1,4475,3342,63388,169467,470,7.4617
244,1,X-a1-b0:Y-a1-b1,235,185,4068,10080,15,8.13333
244,1,X-a0-b1:Y-a1-b1,213,184,4286,10433,13,5.76923
244,1,Other,79815,46553,571503,1965157,9850,8.57848
245,1,X-a0-b0:Y-a1-b0,18554,12585,190222,916770,2221,7.75597
245,1,X-a0-b0:Y-a0-b1,18719,12462,187709,903582,2206,7.75612
245,1,X-a0-b0:Y-a1-b1,4474,3264,62572,408951,498,6.64458
245,1,X-a1-b0:Y-a1-b1,236,159,4008,32793,33,6.0303
245,1,X-a0-b1:Y-a1-b1,212,175,4158,33867,23,5.04348
245,1,Other,79597,46981,573558,2159125,9585,8.63714
246,1,X-a0-b0:Y-a1-b0,18437,13861,192151,815576,2205,8.30884
246,1,X-a0-b0:Y-a0-b1,18616,13677,189660,788960,2181,7.77304
246,1,X-a0-b0:Y-a1-b1,4401,4156,65957,296391,507,7.14201
246,1,X-a1-b0:Y-a1-b1,219,261,4354,22194,30,5.6
246,1,X-a0-b1:Y-a1-b1,205,236,4581,22260,28,6.35714
246,1,Other,80004,43598,565970,2096540,9476,8.62822
247,1,X-a0-b0:Y-a1-b0,19081,13223,194424,613232,2280,8.01228
247,1,X-a0-b0:Y-a0-b1,19341,13025,191266,639139,2245,7.89042
247,1,X-a0-b0:Y-a1-b1,4920,3584,67562,203075,525,7.40952
247,1,X-a1-b0:Y-a1-b1,252,203,4554,14701,28,6.21429
247,1,X-a0-b1:Y-a1-b1,234,194,4758,13088,29,6.55172
247,1,Other,77743,45411,560291,1989289,9790,8.55965
248,1,X-a0-b0:Y-a1-b0,19233,13159,192893,1013880,2200,7.92909
248,1,X-a0-b0:Y-a0-b1,19452,12827,191526,994871,2302,7.7576
248,1,X-a0-b0:Y-a1-b1,4933,3492,67216,484004,555,7.14414
248,1,X-a1-b0:Y-a1-b1,256,189,4582,41965,34,5.64706
248,1,X-a0-b1:Y-a1-b1,251,186,4721,42509,16,8.75
248,1,Other,77744,45648,561476,2223638,9374,8.78611
249,1,X-a0-b0:Y-a1-b0,19240,13917,195342,803552,2259,7.90483
249,1,X-a0-b0:Y-a0-b1,19340,13778,193590,780263,2320,7.93879
249,1,X-a0-b0:Y-a1-b1,4887,4311,71174,307806,528,6.9697
249,1,X-a1-b0:Y-a1-b1,240,269,5108,24085,32,6.0625
249,1,X-a0-b1:Y-a1-b1,246,260,5177,23538,24,5.33333
249,1,Other,77775,42819,552648,2055864,9410,8.6864
250,1,X-a0-b0:Y-a1-b0,20055,13132,197254,654605,2238,7.99866
250,1,X-a0-b0:Y-a0-b1,20015,13170,195089,685972,2315,7.85313
250,1,X-a0-b0:Y-a1-b1,5460,3671,72801,230831,551,7.91652
250,1,X-a1-b0:Y-a1-b1,310,195,5301,15411,19,7.15789
250,1,X-a0-b1:Y-a1-b1,298,200,5302,18257,21,5.61905
250,1,Other,75655,44832,547774,1984327,9455,8.50492
251,1,X-a0-b0:Y-a1-b0,20015,13173,196267,1069805,2444,7.64116
251,1,X-a0-b0:Y-a0-b1,20035,13177,195788,1043136,2348,7.74532
251,1,X-a0-b0:Y-a1-b1,5417,3781,72581,534017,619,7.22779
251,1,X-a1-b0:Y-a1-b1,286,216,5196,46840,40,7.2
251,1,X-a0-b1:Y-a1-b1,288,216,5258,46350,36,6.58333
251,1,Other,75604,44490,547613,2224252,9155,8.76275
252,1,X-a0-b0:Y-a1-b0,20023,13873,199122,827709,2379,7.81883
252,1,X-a0-b0:Y-a0-b1,20020,14045,197585,832109,2335,8.19272
252,1,X-a0-b0:Y-a1-b1,5372,4501,76845,347845,627,6.95056
252,1,X-a1-b0:Y-a1-b1,283,271,5637,29530,36,7.30556
252,1,X-a0-b1:Y-a1-b1,279,298,5764,30147,38,6.42105
252,1,Other,75861,41917,538023,2066519,9181,8.59296
253,1,X-a0-b0:Y-a1-b0,20505,13271,199839,718928,2446,7.87081
253,1,X-a0-b0:Y-a0-b1,20591,13393,199533,725561,2352,7.85077
253,1,X-a0-b0:Y-a1-b1,5865,3932,78592,274975,599,7.39566
253,1,X-a1-b0:Y-a1-b1,325,221,5879,20182,32,6.90625
253,1,X-a0-b1:Y-a1-b1,307,265,6014,21631,37,7.43243
253,1,Other,73674,44081,533065,1989346,9361,8.6948
254,1,X-a0-b0:Y-a1-b0,20533,13535,199856,1102142,2411,7.67731
254,1,X-a0-b0:Y-a0-b1,20695,13511,199559,1097232,2350,7.78383
254,1,X-a0-b0:Y-a1-b1,5805,4310,78502,576145,638,6.91536
254,1,X-a1-b0:Y-a1-b1,319,246,5843,58477,41,7.19512
254,1,X-a0-b1:Y-a1-b1,300,289,6096,56415,33,6.60606
254,1,Other,73779,43217,532982,2224811,8850,8.80621
255,1,X-a0-b0:Y-a1-b0,20609,14190,202131,833302,2351,7.94981
255,1,X-a0-b0:Y-a0-b1,20690,14064,201519,849681,2460,7.94593
255,1,X-a0-b0:Y-a1-b1,5818,4849,82832,356763,670,7.48209
255,1,X-a1-b0:Y-a1-b1,316,304,6493,30341,41,5.63415
255,1,X-a0-b1:Y-a1-b1,297,329,6721,33398,40,8.15
255,1,Other,73666,41745,522843,2055827,8816,8.52518
256,1,X-a0-b0:Y-a1-b0,21068,13619,203297,788811,2431,8.01892
256,1,X-a0-b0:Y-a0-b1,21293,13365,203017,774281,2421,7.95333
256,1,X-a0-b0:Y-a1-b1,6308,4123,84240,312129,663,7.36199
256,1,X-a1-b0:Y-a1-b1,349,245,6758,25256,36,6.41667
256,1,X-a0-b1:Y-a1-b1,361,263,6985,27290,32,7.03125
256,1,Other,72390,43423,518790,2020418,8749,8.76203
257,1,X-a0-b0:Y-a1-b0,21025,13938,203021,1151374,2504,7.82428
257,1,X-a0-b0:Y-a0-b1,21160,13831,202705,1131967,2568,7.78544
257,1,X-a0-b0:Y-a1-b1,6198,4688,84131,627304,734,7.07221
257,1,X-a1-b0:Y-a1-b1,341,304,6792,62174,38,6.60526
257,1,X-a0-b1:Y-a1-b1,361,291,6967,64357,43,7.04651
257,1,Other,72730,41759,518410,2234551,8673,8.76513
258,1,X-a0-b0:Y-a1-b0,21256,14345,205258,846094,2465,7.94442
258,1,X-a0-b0:Y-a0-b1,21207,14138,204958,872802,2545,8.02475
258,1,X-a0-b0:Y-a1-b1,6391,4927,88755,382830,683,7.47731
258,1,X-a1-b0:Y-a1-b1,360,319,7433,33630,42,5.80952
258,1,X-a0-b1:Y-a1-b1,366,316,7689,38716,56,7.71429
258,1,Other,72220,40875,508484,2049594,8778,8.66712
259,1,X-a0-b0:Y-a1-b0,21663,13700,205738,853070,2520,7.92897
259,1,X-a0-b0:Y-a0-b1,21604,13670,206349,839079,2396,8.22412
259,1,X-a0-b0:Y-a1-b1,6725,4236,90322,376213,782,7.36189
259,1,X-a1-b0:Y-a1-b1,394,259,7659,33041,43,7.72093
259,1,X-a0-b1:Y-a1-b1,392,272,8002,35116,39,5.33333
259,1,Other,71122,43054,504072,2043167,8599,8.61635
260,1,X-a0-b0:Y-a1-b0,21492,14361,206135,1163927,2596,7.92334
260,1,X-a0-b0:Y-a0-b1,21519,14103,206417,1165535,2581,7.6482
260,1,X-a0-b0:Y-a1-b1,6537,5200,90570,663041,770,7.59091
260,1,X-a1-b0:Y-a1-b1,371,330,7731,69159,42,6.14286
260,1,X-a0-b1:Y-a1-b1,383,338,8053,67325,46,6.58696
260,1,Other,71271,41208,503084,2228971,8651,8.65703
261,1,X-a0-b0:Y-a1-b0,21696,14509,207886,868603,2546,8.05617
261,1,X-a0-b0:Y-a0-b1,21717,14332,208350,863066,2537,8.05282
261,1,X-a0-b0:Y-a1-b1,6850,5221,94858,400751,747,7.39625
261,1,X-a1-b0:Y-a1-b1,402,327,8370,36082,37,7.18919
261,1,X-a0-b1:Y-a1-b1,397,364,8720,38559,48,5.72917
261,1,Other,70391,40952,493322,2025207,8569,8.70032
262,1,X-a0-b0:Y-a1-b0,22055,14081,208677,941780,2571,7.87281
262,1,X-a0-b0:Y-a0-b1,22021,13896,209061,904540,2537,8.01774
262,1,X-a0-b0:Y-a1-b1,7059,4746,96088,466638,821,7.75274
262,1,X-a1-b0:Y-a1-b1,435,309,8525,46689,44,7.11364
262,1,X-a0-b1:Y-a1-b1,416,317,8849,47353,44,7.54545
262,1,Other,69465,42372,490386,2073799,8594,8.70491
263,1,X-a0-b0:Y-a1-b0,21876,14718,209565,1163477,2704,8.14904
263,1,X-a0-b0:Y-a0-b1,21856,14650,208890,1174375,2627,8.09478
263,1,X-a0-b0:Y-a1-b1,6803,5693,97395,665491,846,7.45981
263,1,X-a1-b0:Y-a1-b1,413,388,8831,77223,55,6.78182
263,1,X-a0-b1:Y-a1-b1,399,426,9041,73103,52,7.76923
263,1,Other,70186,39931,488977,2239199,8391,8.84924
264,1,X-a0-b0:Y-a1-b0,22185,14907,211064,887682,2576,7.86568
264,1,X-a0-b0:Y-a0-b1,22070,14609,210366,877414,2638,8.1903
264,1,X-a0-b0:Y-a1-b1,7301,5501,100981,404240,793,7.61917
264,1,X-a1-b0:Y-a1-b1,433,375,9514,38949,58,8.12069
264,1,X-a0-b1:Y-a1-b1,462,399,9674,38433,44,7.72727
264,1,Other,68986,39826,480886,2025037,8551,8.63174
265,1,X-a0-b0:Y-a1-b0,22352,14426,211487,1024378,2658,8.12829
265,1,X-a0-b0:Y-a0-b1,22426,14345,210730,979562,2544,8.13836
265,1,X-a0-b0:Y-a1-b1,7500,5217,101386,552280,888,7.69932
265,1,X-a1-b0:Y-a1-b1,458,365,9638,61388,46,6.63043
265,1,X-a0-b1:Y-a1-b1,486,371,9793,58020,53,6.0566
265,1,Other,68430,40935,479243,2102718,8193,8.7006
266,1,X-a0-b0:Y-a1-b0,22306,15038,212573,1182978,2630,7.81483
266,1,X-a0-b0:Y-a0-b1,22343,14973,210291,1171226,2596,8.07704
266,1,X-a0-b0:Y-a1-b1,7333,6244,103347,680931,904,7.62611
266,1,X-a1-b0:Y-a1-b1,473,467,10110,80055,50,8.14
266,1,X-a0-b1:Y-a1-b1,473,469,10055,82145,52,6.69231
266,1,Other,68771,38397,476162,2229003,8424,8.72911
267,1,X-a0-b0:Y-a1-b0,22696,15096,213404,920746,2629,8.11411
267,1,X-a0-b0:Y-a0-b1,22642,14770,211545,907782,2780,8.17302
267,1,X-a0-b0:Y-a1-b1,7820,5944,106554,437251,863,7.708
267,1,X-a1-b0:Y-a1-b1,513,464,10738,43679,44,6.56818
267,1,X-a0-b1:Y-a1-b1,539,427,10727,42375,42,6.97619
267,1,Other,67572,38961,468559,2037550,8381,8.65446
268,1,X-a0-b0:Y-a1-b0,22989,14664,214024,1091504,2749,8.02073
268,1,X-a0-b0:Y-a0-b1,22724,14678,212147,1064049,2758,8.14648
268,1,X-a0-b0:Y-a1-b1,7970,5671,106850,620556,951,7.22608
268,1,X-a1-b0:Y-a1-b1,526,433,10745,67173,59,6.37288
268,1,X-a0-b1:Y-a1-b1,558,406,10770,69056,55,6.38182
268,1,Other,66873,39756,467823,2134529,8146,8.71802
269,1,X-a0-b0:Y-a1-b0,22758,15468,215012,1169318,2737,8.00146
269,1,X-a0-b0:Y-a0-b1,22707,15261,212323,1179390,2709,8.16464
269,1,X-a0-b0:Y-a1-b1,7890,6603,108891,691371,928,7.14224
269,1,X-a1-b0:Y-a1-b1,525,520,11040,84200,65,7.23077
269,1,X-a0-b1:Y-a1-b1,566,507,11177,76150,51,7.58824
269,1,Other,67314,36918,464568,2203633,8034,8.53846
270,1,X-a0-b0:Y-a1-b0,23170,15103,215576,953751,2703,7.94229
270,1,X-a0-b0:Y-a0-b1,23016,15170,213592,940406,2706,8.2221
270,1,X-a0-b0:Y-a1-b1,8472,6360,112179,467908,915,7.46885
270,1,X-a1-b0:Y-a1-b1,586,493,11673,50601,55,6.69091
270,1,X-a0-b1:Y-a1-b1,612,502,11655,49157,71,7.30986
270,1,Other,65894,37689,457667,2032757,8102,8.48173
271,1,X-a0-b0:Y-a1-b0,23524,14707,216517,1168677,2660,8.02594
271,1,X-a0-b0:Y-a0-b1,23113,14971,214340,1153194,2769,7.87252
271,1,X-a0-b0:Y-a1-b1,8596,6215,112614,716888,1019,7.55348
271,1,X-a1-b0:Y-a1-b1,594,474,11753,80082,72,7.30556
271,1,X-a0-b1:Y-a1-b1,626,517,11656,85377,58,6.94828
271,1,Other,65658,38271,456526,2173257,7789,8.74117
272,1,X-a0-b0:Y-a1-b0,23402,15318,217231,1175132,2812,8.21373
272,1,X-a0-b0:Y-a0-b1,23238,15480,214819,1176293,2669,8.04571
272,1,X-a0-b0:Y-a1-b1,8497,7210,115020,700471,1037,7.15333
272,1,X-a1-b0:Y-a1-b1,598,590,12146,86639,65,6.92308
272,1,X-a0-b1:Y-a1-b1,619,619,12329,82687,78,7.14103
272,1,Other,65857,36077,451749,2196553,7842,8.6872
273,1,X-a0-b0:Y-a1-b0,23772,15101,218171,984237,2811,8.00178
273,1,X-a0-b0:Y-a0-b1,23678,15315,215981,974110,2732,8.17753
273,1,X-a0-b0:Y-a1-b1,9056,6826,117788,510773,971,7.6447
273,1,X-a1-b0:Y-a1-b1,654,557,12761,55910,76,7.09211
273,1,X-a0-b1:Y-a1-b1,673,605,12855,56378,67,7.32836
273,1,Other,64104,37219,445804,2020372,8105,8.68896
274,1,X-a0-b0:Y-a1-b0,23746,15201,218564,1255436,2793,8.07197
274,1,X-a0-b0:Y-a0-b1,23820,15138,216552,1236552,2815,8.11048
274,1,X-a0-b0:Y-a1-b1,9294,6545,118391,818710,1038,7.24374
274,1,X-a1-b0:Y-a1-b1,679,554,12847,101432,71,6.64789
274,1,X-a0-b1:Y-a1-b1,694,610,12848,99758,77,6.03896
274,1,Other,63435,37386,445180,2213418,7944,8.7933
275,1,X-a0-b0:Y-a1-b0,23736,15607,219209,1183106,2842,7.86312
275,1,X-a0-b0:Y-a0-b1,23717,15754,217154,1169703,2842,7.84483
275,1,X-a0-b0:Y-a1-b1,9252,7338,121536,714267,1114,6.99461
275,1,X-a1-b0:Y-a1-b1,675,689,13483,87190,83,7.19277
275,1,X-a0-b1:Y-a1-b1,696,728,13420,88537,90,6.82222
275,1,Other,63524,35068,439980,2156638,7809,8.67435
276,1,X-a0-b0:Y-a1-b0,24093,15214,220020,1015208,2789,8.11474
276,1,X-a0-b0:Y-a0-b1,24018,15684,217362,1028636,2827,7.97099
276,1,X-a0-b0:Y-a1-b1,9914,6863,123738,567967,1062,7.9096
276,1,X-a1-b0:Y-a1-b1,757,619,13939,64350,74,7.04054
276,1,X-a0-b1:Y-a1-b1,755,699,13837,66415,85,6.54118
276,1,Other,62267,35933,434718,2039132,7611,8.7296
277,1,X-a0-b0:Y-a1-b0,24099,15143,220131,1317330,2927,7.87701
277,1,X-a0-b0:Y-a0-b1,24136,15597,218279,1302200,2783,8.05031
277,1,X-a0-b0:Y-a1-b1,9985,6995,124585,902069,1145,7.17118
277,1,X-a1-b0:Y-a1-b1,779,624,14015,119590,98,5.72449
277,1,X-a0-b1:Y-a1-b1,778,700,14066,119443,90,6.36667
277,1,Other,61938,35777,434051,2240692,7617,8.72194
278,1,X-a0-b0:Y-a1-b0,24155,15465,220814,1203063,2786,8.23582
278,1,X-a0-b0:Y-a0-b1,24146,15834,218962,1198270,2953,7.98375
278,1,X-a0-b0:Y-a1-b1,9895,7928,127919,750456,1167,7.41731
278,1,X-a1-b0:Y-a1-b1,775,706,14735,99212,88,7.125
278,1,X-a0-b1:Y-a1-b1,781,800,14736,98022,109,6.48624
278,1,Other,61966,34042,428502,2160049,7394,8.73397
279,1,X-a0-b0:Y-a1-b0,24525,15198,221475,1077348,2856,8.20833
279,1,X-a0-b0:Y-a0-b1,24436,15623,219730,1084327,2903,8.25319
279,1,X-a0-b0:Y-a1-b1,10415,7600,130286,643575,1196,7.75418
279,1,X-a1-b0:Y-a1-b1,843,675,15344,77159,96,7.33333
279,1,X-a0-b1:Y-a1-b1,879,733,15302,80081,89,7.5618
279,1,Other,60794,35094,423683,2065462,7349,8.73942
280,1,X-a0-b0:Y-a1-b0,24506,15435,221313,1369940,2833,8.11648
280,1,X-a0-b0:Y-a0-b1,24611,15441,219968,1358104,2893,8.09091
280,1,X-a0-b0:Y-a1-b1,10480,7827,130811,984556,1219,7.16735
280,1,X-a1-b0:Y-a1-b1,868,706,15482,137418,82,6.56098
280,1,X-a0-b1:Y-a1-b1,901,750,15476,143481,108,6.46296
280,1,Other,60589,35070,421598,2283076,7286,8.82048
281,1,X-a0-b0:Y-a1-b0,24442,15928,221287,1228915,2952,8.04065
281,1,X-a0-b0:Y-a0-b1,24641,15632,220093,1231822,2879,7.93296
281,1,X-a0-b0:Y-a1-b1,10640,8357,134774,796211,1175,7.55149
281,1,X-a1-b0:Y-a1-b1,888,824,16343,106507,96,6.98958
281,1,X-a0-b1:Y-a1-b1,924,841,16431,113143,99,6.57576
281,1,Other,60235,33705,416343,2168127,7460,8.6933
282,1,X-a0-b0:Y-a1-b0,24701,15812,221811,1118744,2835,8.19788
282,1,X-a0-b0:Y-a0-b1,24818,15571,220624,1122291,2912,7.94162
282,1,X-a0-b0:Y-a1-b1,11208,7923,136164,708326,1207,7.64872
282,1,X-a1-b0:Y-a1-b1,950,787,16907,95572,104,7.05769
282,1,X-a0-b1:Y-a1-b1,1005,767,17067,90989,113,7.52212
282,1,Other,58845,35001,411323,2072199,7424,8.62284
283,1,X-a0-b0:Y-a1-b0,24608,16021,221648,1398252,3016,8.07195
283,1,X-a0-b0:Y-a0-b1,24783,15607,221104,1397543,3004,8.08489
283,1,X-a0-b0:Y-a1-b1,11395,8249,137084,1044759,1237,7.37995
283,1,X-a1-b0:Y-a1-b1,963,880,17187,148566,115,6.06087
283,1,X-a0-b1:Y-a1-b1,1019,812,17337,157932,114,5.97368
283,1,Other,58950,34277,410116,2288104,6973,8.82805
284,1,X-a0-b0:Y-a1-b0,24733,16152,221540,1235921,2920,8.36986
284,1,X-a0-b0:Y-a0-b1,24879,15810,221307,1229286,2845,8.30018
284,1,X-a0-b0:Y-a1-b1,11565,8665,140456,828600,1318,7.27162
284,1,X-a1-b0:Y-a1-b1,976,955,18027,116931,118,6.98305
284,1,X-a0-b1:Y-a1-b1,1031,952,18341,119676,120,6.625
284,1,Other,58677,32995,404378,2141465,7197,8.80603
285,1,X-a0-b0:Y-a1-b0,24936,16018,222097,1173787,2996,8.14619
285,1,X-a0-b0:Y-a0-b1,24977,15623,221680,1182699,2964,8.15283
285,1,X-a0-b0:Y-a1-b1,12022,8238,142324,778970,1331,7.32983
285,1,X-a1-b0:Y-a1-b1,1073,886,18576,110271,106,7.40566
285,1,X-a0-b1:Y-a1-b1,1102,886,18911,103860,109,7.2844
285,1,Other,57789,34125,400488,2100709,6963,8.8594
286,1,X-a0-b0:Y-a1-b0,24969,16335,221900,1440157,2993,8.35048
286,1,X-a0-b0:Y-a0-b1,24976,15675,221734,1426877,3029,8.42918
286,1,X-a0-b0:Y-a1-b1,11999,8605,143190,1124172,1447,7.58604
286,1,X-a1-b0:Y-a1-b1,1075,938,18960,161674,130,7.58462
286,1,X-a0-b1:Y-a1-b1,1111,955,19190,175064,125,6.64
286,1,Other,57945,32905,399141,2290513,7004,8.89506
287,1,X-a0-b0:Y-a1-b0,25077,16302,222026,1271411,3018,8.23526
287,1,X-a0-b0:Y-a0-b1,24967,16010,221522,1264923,3017,7.98674
287,1,X-a0-b0:Y-a1-b1,12286,8924,146566,892242,1403,7.5809
287,1,X-a1-b0:Y-a1-b1,1163,961,19725,129733,114,7.01754
287,1,X-a0-b1:Y-a1-b1,1175,982,20267,132884,111,6.94595
287,1,Other,57282,32142,393563,2159377,7157,8.68395
288,1,X-a0-b0:Y-a1-b0,25160,16349,222096,1241166,3048,8.20472
288,1,X-a0-b0:Y-a0-b1,25146,15871,221772,1232285,2904,8.41081
288,1,X-a0-b0:Y-a1-b1,12692,8557,148182,862734,1407,7.61478
288,1,X-a1-b0:Y-a1-b1,1192,938,20322,127738,152,6.39474
288,1,X-a0-b1:Y-a1-b1,1247,918,20814,126221,153,6.84314
288,1,Other,56395,33159,389943,2119699,6892,8.54193
289,1,X-a0-b0:Y-a1-b0,25323,16345,222250,1457546,2956,8.20061
289,1,X-a0-b0:Y-a0-b1,25252,15909,221686,1440109,2917,8.16935
289,1,X-a0-b0:Y-a1-b1,12672,9213,149317,1172250,1497,7.87508
289,1,X-a1-b0:Y-a1-b1,1232,1015,20667,176060,124,6.25806
289,1,X-a0-b1:Y-a1-b1,1268,1044,21136,182057,121,7.38017
289,1,Other,56453,32029,387740,2260180,6766,8.59666
290,1,X-a0-b0:Y-a1-b0,25541,16321,222278,1276126,3054,8.09987
290,1,X-a0-b0:Y-a0-b1,25299,16120,221720,1266406,3034,8.36684
290,1,X-a0-b0:Y-a1-b1,12887,9471,153413,921035,1447,7.58328
290,1,X-a1-b0:Y-a1-b1,1256,1095,21526,141130,154,6.99351
290,1,X-a0-b1:Y-a1-b1,1320,1082,22149,139706,148,7.33108
290,1,Other,55857,31441,382828,2148005,6795,8.76998
291,1,X-a0-b0:Y-a1-b0,25682,16387,222085,1308199,3017,8.04574
291,1,X-a0-b0:Y-a0-b1,25410,16144,221526,1309431,3062,8.48171
291,1,X-a0-b0:Y-a1-b1,13245,9158,155108,993645,1492,7.69236
291,1,X-a1-b0:Y-a1-b1,1333,1005,21999,159382,140,7.25
291,1,X-a0-b1:Y-a1-b1,1365,1019,22661,155349,163,6.39264
291,1,Other,54932,32223,380404,2163952,6795,8.70331
292,1,X-a0-b0:Y-a1-b0,25679,16499,221949,1461221,3162,8.16224
292,1,X-a0-b0:Y-a0-b1,25485,16336,221441,1436233,2981,8.23448
292,1,X-a0-b0:Y-a1-b1,13227,9879,156319,1217797,1568,7.48661
292,1,X-a1-b0:Y-a1-b1,1356,1136,22799,194015,149,6.73154
292,1,X-a0-b1:Y-a1-b1,1363,1110,23112,196031,171,5.96491
292,1,Other,55039,30652,378129,2240186,6700,8.65985
293,1,X-a0-b0:Y-a1-b0,25742,16468,221784,1307015,3041,7.98224
293,1,X-a0-b0:Y-a0-b1,25564,16488,220645,1291432,2978,8.12492
293,1,X-a0-b0:Y-a1-b1,13752,9794,160253,969005,1513,7.47984
293,1,X-a1-b0:Y-a1-b1,1417,1172,23730,151142,159,7.64151
293,1,X-a0-b1:Y-a1-b1,1446,1136,23968,152462,162,7.46296
293,1,Other,54198,30271,372656,2151144,6763,8.63152
294,1,X-a0-b0:Y-a1-b0,25796,16370,221720,1385791,3141,8.28017
294,1,X-a0-b0:Y-a0-b1,25864,16442,220219,1367385,3004,8.38615
294,1,X-a0-b0:Y-a1-b1,14063,9451,161471,1105845,1607,7.44244
294,1,X-a1-b0:Y-a1-b1,1499,1095,24225,184480,165,7.19394
294,1,X-a0-b1:Y-a1-b1,1508,1103,24427,180228,162,6.85802
294,1,Other,53449,30694,370679,2201593,6537,8.64066
295,1,X-a0-b0:Y-a1-b0,25888,16257,221751,1481304,3145,8.16757
295,1,X-a0-b0:Y-a0-b1,26046,16474,220075,1471186,3003,8.31468
295,1,X-a0-b0:Y-a1-b1,14008,10227,163574,1261968,1632,7.5864
295,1,X-a1-b0:Y-a1-b1,1521,1254,25006,209209,163,6.55828
295,1,X-a0-b1:Y-a1-b1,1492,1228,25060,202369,180,7.28889
295,1,Other,53440,29482,368087,2248857,6382,8.678
296,1,X-a0-b0:Y-a1-b0,26097,16118,221598,1339614,3043,8.25008
296,1,X-a0-b0:Y-a0-b1,26167,16435,219670,1327537,3073,8.18744
296,1,X-a0-b0:Y-a1-b1,14433,10142,167131,1021952,1670,7.75808
296,1,X-a1-b0:Y-a1-b1,1611,1245,25776,168951,170,6.81765
296,1,X-a0-b1:Y-a1-b1,1565,1250,25737,162190,168,7.07143
296,1,Other,52581,29483,363916,2178187,6494,8.66939
297,1,X-a0-b0:Y-a1-b0,26156,16149,221456,1425895,3037,8.1215
297,1,X-a0-b0:Y-a0-b1,26310,16398,219689,1441485,3040,8.175
297,1,X-a0-b0:Y-a1-b1,14687,10119,167773,1209467,1663,7.5887
297,1,X-a1-b0:Y-a1-b1,1679,1215,26244,212677,171,7.91228
